r²,N_GBW
69.5184,0.999473
69.5517,0.999473
69.5851,0.999473
69.6185,0.999473
69.6519,0.999473
69.6853,0.999473
69.7187,0.999473
69.7521,0.999473
69.7855,0.999473
69.8189,0.999473
69.8523,0.999473
69.8858,0.999473
69.9192,0.999473
69.9527,0.999473
69.9862,0.999473
70.0196,0.999473
70.0531,0.999473
70.0866,0.999473
70.1201,0.999473
70.1536,0.999473
70.1871,0.999473
70.2206,0.999473
70.2542,0.999473
70.2877,0.999473
70.3213,0.999473
70.3548,0.999473
70.3884,0.999473
70.4219,0.999473
70.4555,0.999473
70.4891,0.999473
70.5227,0.999473
70.5563,0.999473
70.5899,0.999473
70.6235,0.999473
70.6572,0.999473
70.6908,0.999473
70.7244,0.999473
70.7581,0.999473
70.7917,0.999473
70.8254,0.999473
70.8591,0.999473
70.8928,0.999473
70.9265,0.999473
70.9601,0.999473
70.9939,0.999473
71.0276,0.999473
71.0613,0.999473
71.095,0.999473
71.1288,0.999473
71.1625,0.999473
71.1963,0.999473
71.23,0.999473
71.2638,0.999473
71.2976,0.999473
71.3314,0.999473
71.3651,0.999473
71.3989,0.999473
71.4328,0.999473
71.4666,0.999473
71.5004,0.999473
71.5342,0.999473
71.5681,0.999473
71.6019,0.999473
71.6358,0.999473
71.6697,0.999473
71.7035,0.999473
71.7374,0.999473
71.7713,0.999473
71.8052,0.999473
71.8391,0.999474
71.873,0.999474
71.9069,0.999474
71.9409,0.999474
71.9748,0.999474
72.0088,0.999474
72.0427,0.999474
72.0767,0.999474
72.1106,0.999474
72.1446,0.999474
72.1786,0.999474
72.2126,0.999474
72.2466,0.999474
72.2806,0.999474
72.3146,0.999474
72.3487,0.999474
72.3827,0.999474
72.4167,0.999474
72.4508,0.999474
72.4848,0.999474
72.5189,0.999474
72.553,0.999474
72.5871,0.999474
72.6211,0.999474
72.6552,0.999474
72.6894,0.999474
72.7235,0.999474
72.7576,0.999474
72.7917,0.999474
72.8259,0.999474
72.86,0.999474
72.8942,0.999474
72.9283,0.999474
72.9625,0.999474
72.9967,0.999474
73.0309,0.999474
73.065,0.999474
73.0993,0.999474
73.1335,0.999474
73.1677,0.999474
73.2019,0.999474
73.2361,0.999474
73.2704,0.999474
73.3046,0.999474
73.3389,0.999474
73.3732,0.999474
73.4074,0.999474
73.4417,0.999474
73.476,0.999474
73.5103,0.999474
73.5446,0.999474
73.5789,0.999474
73.6132,0.999474
73.6476,0.999474
73.6819,0.999474
73.7163,0.999474
73.7506,0.999474
73.785,0.999474
73.8193,0.999474
73.8537,0.999474
73.8881,0.999474
73.9225,0.999474
73.9569,0.999474
73.9913,0.999474
74.0257,0.999474
74.0602,0.999474
74.0946,0.999474
74.129,0.999474
74.1635,0.999474
74.1979,0.999474
74.2324,0.999474
74.2669,0.999474
74.3014,0.999474
74.3359,0.999474
74.3704,0.999474
74.4049,0.999474
74.4394,0.999474
74.4739,0.999474
74.5084,0.999474
74.543,0.999474
74.5775,0.999474
74.6121,0.999474
74.6466,0.999474
74.6812,0.999474
74.7158,0.999474
74.7504,0.999474
74.785,0.999474
74.8196,0.999474
74.8542,0.999474
74.8888,0.999474
74.9234,0.999474
74.958,0.999474
74.9927,0.999474
75.0273,0.999474
75.062,0.999474
75.0967,0.999474
75.1313,0.999474
75.166,0.999474
75.2007,0.999474
75.2354,0.999474
75.2701,0.999474
75.3048,0.999474
75.3396,0.999474
75.3743,0.999474
75.409,0.999474
75.4438,0.999474
75.4785,0.999474
75.5133,0.999474
75.5481,0.999474
75.5828,0.999474
75.6176,0.999474
75.6524,0.999474
75.6872,0.999474
75.722,0.999474
75.7568,0.999474
75.7917,0.999474
75.8265,0.999474
75.8613,0.999474
75.8962,0.999474
75.9311,0.999474
75.9659,0.999474
76.0008,0.999474
76.0357,0.999474
76.0706,0.999474
76.1055,0.999474
76.1404,0.999474
76.1753,0.999474
76.2102,0.999474
76.2451,0.999474
76.2801,0.999474
76.315,0.999474
76.35,0.999474
76.3849,0.999474
76.4199,0.999474
76.4549,0.999474
76.4899,0.999474
76.5249,0.999474
76.5599,0.999474
76.5949,0.999474
76.6299,0.999474
76.6649,0.999474
76.7,0.999474
76.735,0.999474
76.7701,0.999474
76.8051,0.999474
76.8402,0.999474
76.8753,0.999474
76.9103,0.999474
76.9454,0.999474
76.9805,0.999474
77.0156,0.999474
77.0507,0.999474
77.0859,0.999474
77.121,0.999474
77.1561,0.999474
77.1913,0.999474
77.2264,0.999474
77.2616,0.999474
77.2968,0.999474
77.332,0.999474
77.3671,0.999474
77.4023,0.999474
77.4375,0.999474
77.4727,0.999474
77.508,0.999474
77.5432,0.999474
77.5784,0.999474
77.6137,0.999474
77.6489,0.999474
77.6842,0.999474
77.7194,0.999474
77.7547,0.999474
77.79,0.999474
77.8253,0.999474
77.8606,0.999474
77.8959,0.999474
77.9312,0.999474
77.9665,0.999474
78.0019,0.999474
78.0372,0.999474
78.0725,0.999474
78.1079,0.999474
78.1433,0.999474
78.1786,0.999474
78.214,0.999474
78.2494,0.999474
78.2848,0.999474
78.3202,0.999474
78.3556,0.999474
78.391,0.999474
78.4265,0.999474
78.4619,0.999474
78.4973,0.999474
78.5328,0.999474
78.5682,0.999474
78.6037,0.999474
78.6392,0.999474
78.6747,0.999474
78.7102,0.999474
78.7457,0.999474
78.7812,0.999474
78.8167,0.999474
78.8522,0.999474
78.8877,0.999474
78.9233,0.999474
78.9588,0.999474
78.9944,0.999474
79.0299,0.999474
79.0655,0.999474
79.1011,0.999474
79.1367,0.999474
79.1723,0.999474
79.2079,0.999474
79.2435,0.999474
79.2791,0.999474
79.3147,0.999474
79.3504,0.999474
79.386,0.999474
79.4216,0.999474
79.4573,0.999474
79.493,0.999474
79.5286,0.999474
79.5643,0.999474
79.6,0.999474
79.6357,0.999474
79.6714,0.999474
79.7071,0.999474
79.7429,0.999474
79.7786,0.999474
79.8143,0.999474
79.8501,0.999474
79.8858,0.999474
79.9216,0.999474
79.9574,0.999474
79.9931,0.999474
80.0289,0.999474
80.0647,0.999474
80.1005,0.999474
80.1363,0.999474
80.1722,0.999474
80.208,0.999474
80.2438,0.999474
80.2797,0.999474
80.3155,0.999474
80.3514,0.999474
80.3872,0.999474
80.4231,0.999474
80.459,0.999474
80.4949,0.999474
80.5308,0.999474
80.5667,0.999474
80.6026,0.999474
80.6385,0.999474
80.6745,0.999474
80.7104,0.999474
80.7463,0.999474
80.7823,0.999474
80.8183,0.999474
80.8542,0.999474
80.8902,0.999474
80.9262,0.999474
80.9622,0.999474
80.9982,0.999474
81.0342,0.999474
81.0702,0.999474
81.1063,0.999474
81.1423,0.999474
81.1783,0.999474
81.2144,0.999474
81.2504,0.999474
81.2865,0.999474
81.3226,0.999474
81.3587,0.999474
81.3948,0.999474
81.4309,0.999474
81.467,0.999474
81.5031,0.999474
81.5392,0.999474
81.5753,0.999474
81.6115,0.999474
81.6476,0.999474
81.6838,0.999474
81.7199,0.999474
81.7561,0.999474
81.7923,0.999474
81.8285,0.999474
81.8647,0.999474
81.9009,0.999474
81.9371,0.999474
81.9733,0.999474
82.0095,0.999474
82.0458,0.999474
82.082,0.999474
82.1183,0.999474
82.1545,0.999474
82.1908,0.999474
82.2271,0.999474
82.2633,0.999474
82.2996,0.999474
82.3359,0.999474
82.3722,0.999474
82.4086,0.999474
82.4449,0.999474
82.4812,0.999474
82.5175,0.999474
82.5539,0.999474
82.5902,0.999474
82.6266,0.999474
82.663,0.999474
82.6994,0.999474
82.7357,0.999474
82.7721,0.999474
82.8085,0.999474
82.845,0.999474
82.8814,0.999474
82.9178,0.999474
82.9542,0.999474
82.9907,0.999474
83.0271,0.999474
83.0636,0.999474
83.1001,0.999474
83.1365,0.999474
83.173,0.999474
83.2095,0.999474
83.246,0.999474
83.2825,0.999474
83.319,0.999474
83.3555,0.999474
83.3921,0.999474
83.4286,0.999474
83.4652,0.999474
83.5017,0.999474
83.5383,0.999474
83.5749,0.999474
83.6114,0.999474
83.648,0.999474
83.6846,0.999474
83.7212,0.999474
83.7578,0.999474
83.7944,0.999474
83.8311,0.999474
83.8677,0.999474
83.9044,0.999474
83.941,0.999474
83.9777,0.999474
84.0143,0.999474
84.051,0.999474
84.0877,0.999474
84.1244,0.999474
84.1611,0.999474
84.1978,0.999474
84.2345,0.999474
84.2712,0.999474
84.308,0.999474
84.3447,0.999474
84.3814,0.999474
84.4182,0.999474
84.455,0.999474
84.4917,0.999474
84.5285,0.999474
84.5653,0.999474
84.6021,0.999474
84.6389,0.999474
84.6757,0.999474
84.7125,0.999474
84.7494,0.999474
84.7862,0.999474
84.823,0.999474
84.8599,0.999474
84.8967,0.999474
84.9336,0.999474
84.9705,0.999474
85.0074,0.999474
85.0443,0.999474
85.0812,0.999474
85.1181,0.999474
85.155,0.999474
85.1919,0.999474
85.2288,0.999474
85.2658,0.999474
85.3027,0.999474
85.3397,0.999474
85.3766,0.999474
85.4136,0.999474
85.4506,0.999474
85.4876,0.999474
85.5246,0.999474
85.5616,0.999474
85.5986,0.999474
85.6356,0.999474
85.6726,0.999474
85.7097,0.999474
85.7467,0.999474
85.7838,0.999474
85.8208,0.999474
85.8579,0.999474
85.895,0.999474
85.932,0.999474
85.9691,0.999474
86.0062,0.999474
86.0433,0.999474
86.0805,0.999474
86.1176,0.999474
86.1547,0.999474
86.1919,0.999474
86.229,0.999474
86.2662,0.999474
86.3033,0.999474
86.3405,0.999474
86.3777,0.999474
86.4149,0.999474
86.4521,0.999474
86.4893,0.999474
86.5265,0.999474
86.5637,0.999474
86.6009,0.999474
86.6381,0.999474
86.6754,0.999474
86.7126,0.999474
86.7499,0.999474
86.7872,0.999474
86.8244,0.999474
86.8617,0.999474
86.899,0.999474
86.9363,0.999474
86.9736,0.999474
87.0109,0.999474
87.0483,0.999474
87.0856,0.999474
87.1229,0.999474
87.1603,0.999474
87.1976,0.999474
87.235,0.999474
87.2724,0.999474
87.3098,0.999474
87.3471,0.999474
87.3845,0.999474
87.4219,0.999474
87.4593,0.999474
87.4968,0.999474
87.5342,0.999474
87.5716,0.999474
87.6091,0.999474
87.6465,0.999474
87.684,0.999474
87.7215,0.999474
87.7589,0.999474
87.7964,0.999474
87.8339,0.999474
87.8714,0.999474
87.9089,0.999474
87.9464,0.999474
87.9839,0.999474
88.0215,0.999474
88.059,0.999474
88.0966,0.999474
88.1341,0.999474
88.1717,0.999474
88.2093,0.999474
88.2468,0.999474
88.2844,0.999474
88.322,0.999474
88.3596,0.999474
88.3972,0.999474
88.4349,0.999474
88.4725,0.999474
88.5101,0.999474
88.5478,0.999474
88.5854,0.999474
88.6231,0.999474
88.6607,0.999474
88.6984,0.999474
88.7361,0.999474
88.7738,0.999474
88.8115,0.999474
88.8492,0.999474
88.8869,0.999474
88.9246,0.999474
88.9624,0.999474
89.0001,0.999474
89.0379,0.999474
89.0756,0.999474
89.1134,0.999474
89.1511,0.999474
89.1889,0.999474
89.2267,0.999474
89.2645,0.999474
89.3023,0.999474
89.3401,0.999474
89.3779,0.999474
89.4158,0.999474
89.4536,0.999474
89.4914,0.999474
89.5293,0.999474
89.5672,0.999474
89.605,0.999474
89.6429,0.999474
89.6808,0.999474
89.7187,0.999474
89.7566,0.999474
89.7945,0.999474
89.8324,0.999474
89.8703,0.999474
89.9083,0.999474
89.9462,0.999474
89.9841,0.999474
90.0221,0.999474
90.0601,0.999474
90.098,0.999474
90.136,0.999474
90.174,0.999474
90.212,0.999474
90.25,0.999474
90.288,0.999474
90.326,0.999474
90.3641,0.999474
90.4021,0.999474
90.4401,0.999474
90.4782,0.999474
90.5162,0.999474
90.5543,0.999474
90.5924,0.999474
90.6305,0.999474
90.6686,0.999474
90.7067,0.999474
90.7448,0.999474
90.7829,0.999474
90.821,0.999474
90.8591,0.999474
90.8973,0.999474
90.9354,0.999474
90.9736,0.999474
91.0118,0.999474
91.0499,0.999474
91.0881,0.999474
91.1263,0.999474
91.1645,0.999474
91.2027,0.999474
91.2409,0.999474
91.2791,0.999474
91.3173,0.999474
91.3556,0.999474
91.3938,0.999474
91.4321,0.999474
91.4703,0.999474
91.5086,0.999474
91.5469,0.999474
91.5852,0.999474
91.6235,0.999474
91.6618,0.999474
91.7001,0.999474
91.7384,0.999474
91.7767,0.999474
91.815,0.999474
91.8534,0.999474
91.8917,0.999474
91.9301,0.999474
91.9684,0.999474
92.0068,0.999474
92.0452,0.999474
92.0836,0.999474
92.122,0.999474
92.1604,0.999474
92.1988,0.999474
92.2372,0.999474
92.2756,0.999474
92.3141,0.999474
92.3525,0.999474
92.391,0.999474
92.4294,0.999474
92.4679,0.999474
92.5064,0.999474
92.5449,0.999474
92.5834,0.999474
92.6219,0.999474
92.6604,0.999474
92.6989,0.999474
92.7374,0.999474
92.7759,0.999474
92.8145,0.999474
92.853,0.999474
92.8916,0.999474
92.9301,0.999474
92.9687,0.999474
93.0073,0.999474
93.0459,0.999474
93.0845,0.999474
93.1231,0.999474
93.1617,0.999474
93.2003,0.999474
93.2389,0.999474
93.2776,0.999474
93.3162,0.999474
93.3549,0.999474
93.3935,0.999474
93.4322,0.999474
93.4709,0.999474
93.5096,0.999474
93.5482,0.999474
93.5869,0.999474
93.6257,0.999474
93.6644,0.999474
93.7031,0.999474
93.7418,0.999474
93.7806,0.999474
93.8193,0.999474
93.8581,0.999474
93.8968,0.999474
93.9356,0.999474
93.9744,0.999474
94.0132,0.999474
94.052,0.999474
94.0908,0.999474
94.1296,0.999474
94.1684,0.999474
94.2072,0.999474
94.2461,0.999474
94.2849,0.999474
94.3238,0.999474
94.3626,0.999474
94.4015,0.999474
94.4404,0.999474
94.4793,0.999474
94.5181,0.999474
94.557,0.999474
94.596,0.999474
94.6349,0.999474
94.6738,0.999474
94.7127,0.999474
94.7517,0.999474
94.7906,0.999474
94.8296,0.999474
94.8685,0.999474
94.9075,0.999474
94.9465,0.999474
94.9855,0.999474
95.0245,0.999474
95.0635,0.999474
95.1025,0.999474
95.1415,0.999474
95.1805,0.999474
95.2196,0.999474
95.2586,0.999474
95.2977,0.999474
95.3367,0.999474
95.3758,0.999474
95.4149,0.999474
95.454,0.999474
95.493,0.999474
95.5321,0.999474
95.5713,0.999474
95.6104,0.999474
95.6495,0.999474
95.6886,0.999474
95.7278,0.999474
95.7669,0.999474
95.8061,0.999474
95.8452,0.999474
95.8844,0.999474
95.9236,0.999474
95.9628,0.999474
96.002,0.999474
96.0412,0.999474
96.0804,0.999474
96.1196,0.999474
96.1588,0.999474
96.1981,0.999474
96.2373,0.999474
96.2766,0.999474
96.3158,0.999474
96.3551,0.999474
96.3944,0.999474
96.4337,0.999474
96.4729,0.999474
96.5122,0.999474
96.5516,0.999474
96.5909,0.999474
96.6302,0.999474
96.6695,0.999474
96.7089,0.999474
96.7482,0.999474
96.7876,0.999474
96.8269,0.999474
96.8663,0.999474
96.9057,0.999474
96.9451,0.999474
96.9845,0.999474
97.0239,0.999474
97.0633,0.999474
97.1027,0.999474
97.1421,0.999474
97.1816,0.999474
97.221,0.999474
97.2605,0.999474
97.2999,0.999474
97.3394,0.999474
97.3789,0.999474
97.4184,0.999474
97.4579,0.999474
97.4974,0.999474
97.5369,0.999474
97.5764,0.999474
97.6159,0.999474
97.6554,0.999474
97.695,0.999474
97.7345,0.999474
97.7741,0.999474
97.8136,0.999474
97.8532,0.999474
97.8928,0.999474
97.9324,0.999474
97.972,0.999474
98.0116,0.999474
98.0512,0.999474
98.0908,0.999474
98.1304,0.999474
98.1701,0.999474
98.2097,0.999474
98.2494,0.999474
98.289,0.999474
98.3287,0.999474
98.3684,0.999474
98.4081,0.999474
98.4478,0.999474
98.4875,0.999474
98.5272,0.999474
98.5669,0.999474
98.6066,0.999474
98.6463,0.999474
98.6861,0.999474
98.7258,0.999474
98.7656,0.999474
98.8053,0.999474
98.8451,0.999474
98.8849,0.999474
98.9247,0.999474
98.9645,0.999474
99.0043,0.999474
99.0441,0.999474
99.0839,0.999474
99.1238,0.999474
99.1636,0.999474
99.2034,0.999474
99.2433,0.999474
99.2831,0.999474
99.323,0.999474
99.3629,0.999474
99.4028,0.999474
99.4427,0.999474
99.4826,0.999474
99.5225,0.999474
99.5624,0.999474
99.6023,0.999474
99.6422,0.999474
99.6822,0.999474
99.7221,0.999474
99.7621,0.999474
99.8021,0.999474
99.842,0.999474
99.882,0.999474
99.922,0.999474
99.962,0.999474
