r2,N_GBW
0.0269396,0.00921421
0.0276002,0.0094391
0.0282689,0.00966667
0.0289456,0.00989691
0.0296303,0.0101298
0.0303229,0.0103654
0.0310236,0.0106036
0.0317323,0.0108445
0.032449,0.0110881
0.0331737,0.0113343
0.0339064,0.0115832
0.0346471,0.0118348
0.0353958,0.0120889
0.0361525,0.0123458
0.0369172,0.0126053
0.0376899,0.0128674
0.0384706,0.0131322
0.0392593,0.0133996
0.040056,0.0136697
0.0408607,0.0139424
0.0416735,0.0142177
0.0424942,0.0144957
0.0433229,0.0147763
0.0441597,0.0150595
0.0450044,0.0153453
0.0458571,0.0156338
0.0467179,0.0159249
0.0475866,0.0162186
0.0484634,0.016515
0.0493481,0.0168139
0.0502409,0.0171155
0.0511417,0.0174196
0.0520504,0.0177264
0.0529672,0.0180358
0.053892,0.0183478
0.0548247,0.0186624
0.0557655,0.0189795
0.0567143,0.0192993
0.0576711,0.0196217
0.0586359,0.0199466
0.0596086,0.0202742
0.0605894,0.0206043
0.0615782,0.020937
0.062575,0.0212723
0.0635798,0.0216102
0.0645926,0.0219506
0.0656134,0.0222936
0.0666423,0.0226392
0.0676791,0.0229873
0.0687239,0.023338
0.0697767,0.0236913
0.0708375,0.0240471
0.0719064,0.0244055
0.0729832,0.0247664
0.074068,0.0251298
0.0751609,0.0254958
0.0762617,0.0258644
0.0773705,0.0262355
0.0784874,0.0266091
0.0796122,0.0269853
0.0807451,0.0273639
0.0818859,0.0277452
0.0830348,0.0281289
0.0841917,0.0285152
0.0853565,0.0289039
0.0865294,0.0292952
0.0877103,0.029689
0.0888992,0.0300853
0.090096,0.0304841
0.0913009,0.0308854
0.0925138,0.0312892
0.0937347,0.0316955
0.0949636,0.0321043
0.0962005,0.0325156
0.0974454,0.0329294
0.0986983,0.0333456
0.0999592,0.0337643
0.101228,0.0341855
0.102505,0.0346092
0.10379,0.0350353
0.105083,0.035464
0.106384,0.035895
0.107693,0.0363285
0.10901,0.0367645
0.110335,0.0372029
0.111667,0.0376438
0.113008,0.0380871
0.114357,0.0385329
0.115714,0.0389811
0.117079,0.0394317
0.118452,0.0398847
0.119833,0.0403402
0.121222,0.0407981
0.122619,0.0412584
0.124024,0.0417212
0.125437,0.0421863
0.126858,0.0426538
0.128287,0.0431238
0.129724,0.0435961
0.131169,0.0440709
0.132622,0.044548
0.134083,0.0450276
0.135552,0.0455095
0.137029,0.0459938
0.138514,0.0464804
0.140007,0.0469695
0.141508,0.0474609
0.143017,0.0479546
0.144534,0.0484508
0.146059,0.0489493
0.147592,0.0494501
0.149133,0.0499533
0.150682,0.0504588
0.152239,0.0509667
0.153804,0.0514769
0.155377,0.0519895
0.156958,0.0525043
0.158547,0.0530215
0.160144,0.053541
0.161749,0.0540629
0.163362,0.054587
0.164983,0.0551135
0.166612,0.0556422
0.168249,0.0561733
0.169894,0.0567066
0.171547,0.0572423
0.173208,0.0577802
0.174878,0.0583204
0.176555,0.0588629
0.17824,0.0594077
0.179933,0.0599547
0.181634,0.060504
0.183343,0.0610556
0.18506,0.0616094
0.186785,0.0621655
0.188518,0.0627238
0.190259,0.0632843
0.192008,0.0638471
0.193765,0.0644122
0.195531,0.0649794
0.197304,0.0655489
0.199085,0.0661206
0.200874,0.0666945
0.202671,0.0672707
0.204476,0.067849
0.206289,0.0684296
0.20811,0.0690123
0.20994,0.0695973
0.211777,0.0701844
0.213622,0.0707737
0.215475,0.0713652
0.217336,0.0719589
0.219205,0.0725547
0.221082,0.0731527
0.222968,0.0737529
0.224861,0.0743552
0.226762,0.0749597
0.228671,0.0755663
0.230588,0.0761751
0.232513,0.076786
0.234447,0.077399
0.236388,0.0780142
0.238337,0.0786315
0.240294,0.0792509
0.242259,0.0798724
0.244232,0.080496
0.246214,0.0811218
0.248203,0.0817496
0.2502,0.0823795
0.252205,0.0830115
0.254218,0.0836456
0.25624,0.0842818
0.258269,0.0849201
0.260306,0.0855604
0.262351,0.0862028
0.264405,0.0868472
0.266466,0.0874937
0.268535,0.0881423
0.270612,0.0887929
0.272697,0.0894455
0.274791,0.0901002
0.276892,0.0907569
0.279001,0.0914156
0.281118,0.0920764
0.283244,0.0927391
0.285377,0.0934039
0.287518,0.0940706
0.289667,0.0947394
0.291825,0.0954102
0.29399,0.0960829
0.296163,0.0967577
0.298345,0.0974344
0.300534,0.0981131
0.302731,0.0987937
0.304936,0.0994763
0.30715,0.100161
0.309371,0.100847
0.3116,0.101536
0.313838,0.102226
0.316083,0.102919
0.318336,0.103613
0.320597,0.104309
0.322867,0.105007
0.325144,0.105707
0.327429,0.106409
0.329723,0.107113
0.332024,0.107819
0.334333,0.108526
0.336651,0.109236
0.338976,0.109947
0.341309,0.110661
0.343651,0.111376
0.346,0.112093
0.348357,0.112812
0.350723,0.113533
0.353096,0.114255
0.355477,0.11498
0.357867,0.115706
0.360264,0.116434
0.362669,0.117164
0.365083,0.117896
0.367504,0.118629
0.369934,0.119365
0.372371,0.120102
0.374816,0.120841
0.37727,0.121582
0.379731,0.122324
0.3822,0.123069
0.384678,0.123815
0.387163,0.124563
0.389657,0.125312
0.392158,0.126064
0.394667,0.126817
0.397185,0.127572
0.39971,0.128329
0.402244,0.129087
0.404785,0.129847
0.407335,0.130609
0.409892,0.131373
0.412457,0.132138
0.415031,0.132905
0.417612,0.133674
0.420202,0.134444
0.422799,0.135216
0.425405,0.13599
0.428018,0.136766
0.430639,0.137543
0.433269,0.138322
0.435906,0.139102
0.438552,0.139884
0.441205,0.140668
0.443867,0.141453
0.446536,0.142241
0.449214,0.143029
0.451899,0.14382
0.454593,0.144612
0.457294,0.145405
0.460004,0.1462
0.462721,0.146997
0.465447,0.147796
0.46818,0.148596
0.470922,0.149397
0.473671,0.1502
0.476429,0.151005
0.479194,0.151812
0.481968,0.152619
0.484749,0.153429
0.487539,0.15424
0.490336,0.155052
0.493142,0.155867
0.495955,0.156682
0.498777,0.157499
0.501606,0.158318
0.504444,0.159138
0.507289,0.15996
0.510143,0.160783
0.513004,0.161608
0.515874,0.162434
0.518751,0.163262
0.521637,0.164091
0.524531,0.164921
0.527432,0.165753
0.530342,0.166587
0.533259,0.167422
0.536185,0.168259
0.539118,0.169096
0.54206,0.169936
0.54501,0.170777
0.547967,0.171619
0.550933,0.172462
0.553906,0.173307
0.556888,0.174154
0.559878,0.175002
0.562875,0.175851
0.565881,0.176702
0.568894,0.177554
0.571916,0.178407
0.574946,0.179262
0.577983,0.180118
0.581029,0.180975
0.584082,0.181834
0.587144,0.182694
0.590214,0.183556
0.593291,0.184419
0.596377,0.185283
0.599471,0.186148
0.602572,0.187015
0.605682,0.187883
0.608799,0.188753
0.611925,0.189624
0.615059,0.190496
0.6182,0.191369
0.62135,0.192243
0.624508,0.193119
0.627673,0.193996
0.630847,0.194875
0.634029,0.195754
0.637218,0.196635
0.640416,0.197517
0.643622,0.198401
0.646835,0.199285
0.650057,0.200171
0.653287,0.201058
0.656525,0.201946
0.65977,0.202836
0.663024,0.203727
0.666286,0.204618
0.669555,0.205511
0.672833,0.206406
0.676119,0.207301
0.679413,0.208197
0.682714,0.209095
0.686024,0.209994
0.689342,0.210894
0.692667,0.211795
0.696001,0.212697
0.699343,0.213601
0.702693,0.214505
0.70605,0.215411
0.709416,0.216318
0.71279,0.217226
0.716172,0.218135
0.719561,0.219045
0.722959,0.219956
0.726365,0.220868
0.729779,0.221781
0.7332,0.222696
0.73663,0.223611
0.740068,0.224527
0.743514,0.225445
0.746968,0.226363
0.750429,0.227283
0.753899,0.228204
0.757377,0.229125
0.760863,0.230048
0.764356,0.230972
0.767858,0.231896
0.771368,0.232822
0.774886,0.233748
0.778412,0.234676
0.781946,0.235605
0.785487,0.236534
0.789037,0.237465
0.792595,0.238396
0.796161,0.239329
0.799735,0.240262
0.803316,0.241197
0.806906,0.242132
0.810504,0.243068
0.81411,0.244005
0.817724,0.244943
0.821346,0.245882
0.824976,0.246822
0.828613,0.247763
0.832259,0.248704
0.835913,0.249647
0.839575,0.25059
0.843245,0.251535
0.846923,0.25248
0.850609,0.253426
0.854302,0.254373
0.858004,0.25532
0.861714,0.256269
0.865432,0.257218
0.869158,0.258168
0.872892,0.259119
0.876634,0.260071
0.880384,0.261024
0.884142,0.261977
0.887907,0.262931
0.891681,0.263886
0.895463,0.264842
0.899253,0.265799
0.903051,0.266756
0.906857,0.267714
0.910671,0.268673
0.914493,0.269633
0.918323,0.270593
0.922161,0.271554
0.926007,0.272516
0.929861,0.273479
0.933723,0.274442
0.937593,0.275406
0.941471,0.276371
0.945356,0.277336
0.94925,0.278302
0.953152,0.279269
0.957062,0.280237
0.96098,0.281205
0.964906,0.282174
0.96884,0.283143
0.972782,0.284113
0.976732,0.285084
0.98069,0.286055
0.984656,0.287027
0.98863,0.288
0.992612,0.288974
0.996602,0.289948
1.0006,0.290922
1.00461,0.291897
1.00862,0.292873
1.01264,0.293849
1.01667,0.294826
1.02071,0.295804
1.02476,0.296782
1.02881,0.297761
1.03287,0.29874
1.03694,0.29972
1.04102,0.3007
1.04511,0.301681
1.0492,0.302663
1.0533,0.303645
1.05741,0.304627
1.06153,0.30561
1.06566,0.306594
1.06979,0.307578
1.07393,0.308563
1.07808,0.309548
1.08224,0.310533
1.08641,0.311519
1.09058,0.312506
1.09476,0.313493
1.09895,0.31448
1.10315,0.315468
1.10736,0.316457
1.11157,0.317445
1.11579,0.318435
1.12002,0.319424
1.12426,0.320415
1.12851,0.321405
1.13276,0.322396
1.13702,0.323388
1.14129,0.324379
1.14557,0.325372
1.14986,0.326364
1.15415,0.327357
1.15845,0.328351
1.16276,0.329344
1.16708,0.330338
1.17141,0.331333
1.17574,0.332328
1.18009,0.333323
1.18444,0.334318
1.18879,0.335314
1.19316,0.336311
1.19753,0.337307
1.20192,0.338304
1.20631,0.339301
1.2107,0.340299
1.21511,0.341296
1.21952,0.342294
1.22395,0.343293
1.22838,0.344292
1.23282,0.34529
1.23726,0.34629
1.24172,0.347289
1.24618,0.348289
1.25065,0.349289
1.25513,0.350289
1.25961,0.35129
1.26411,0.35229
1.26861,0.353291
1.27312,0.354293
1.27764,0.355294
1.28216,0.356296
1.2867,0.357297
1.29124,0.3583
1.29579,0.359302
1.30035,0.360304
1.30491,0.361307
1.30949,0.36231
1.31407,0.363313
1.31866,0.364316
1.32326,0.365319
1.32787,0.366323
1.33248,0.367326
1.3371,0.36833
1.34173,0.369334
1.34637,0.370338
1.35102,0.371342
1.35567,0.372346
1.36033,0.373351
1.365,0.374355
1.36968,0.37536
1.37437,0.376365
1.37906,0.377369
1.38376,0.378374
1.38847,0.379379
1.39319,0.380384
1.39792,0.38139
1.40265,0.382395
1.4074,0.3834
1.41215,0.384405
1.4169,0.385411
1.42167,0.386416
1.42645,0.387422
1.43123,0.388427
1.43602,0.389433
1.44082,0.390438
1.44562,0.391444
1.45044,0.392449
1.45526,0.393455
1.46009,0.39446
1.46493,0.395466
1.46977,0.396471
1.47463,0.397477
1.47949,0.398482
1.48436,0.399488
1.48924,0.400493
1.49413,0.401499
1.49902,0.402504
1.50392,0.403509
1.50883,0.404515
1.51375,0.40552
1.51868,0.406525
1.52361,0.40753
1.52855,0.408535
1.5335,0.40954
1.53846,0.410545
1.54343,0.411549
1.5484,0.412554
1.55339,0.413558
1.55838,0.414563
1.56338,0.415567
1.56838,0.416571
1.5734,0.417575
1.57842,0.418579
1.58345,0.419583
1.58849,0.420587
1.59353,0.42159
1.59859,0.422593
1.60365,0.423597
1.60872,0.4246
1.6138,0.425602
1.61889,0.426605
1.62398,0.427608
1.62908,0.42861
1.63419,0.429612
1.63931,0.430614
1.64444,0.431616
1.64957,0.432617
1.65471,0.433618
1.65987,0.434619
1.66502,0.43562
1.67019,0.436621
1.67536,0.437621
1.68055,0.438622
1.68574,0.439622
1.69094,0.440621
1.69614,0.441621
1.70136,0.44262
1.70658,0.443619
1.71181,0.444617
1.71705,0.445616
1.7223,0.446614
1.72755,0.447612
1.73281,0.448609
1.73808,0.449607
1.74336,0.450604
1.74865,0.4516
1.75394,0.452597
1.75924,0.453593
1.76456,0.454588
1.76987,0.455584
1.7752,0.456579
1.78053,0.457574
1.78588,0.458568
1.79123,0.459562
1.79659,0.460556
1.80195,0.461549
1.80733,0.462542
1.81271,0.463535
1.8181,0.464527
1.8235,0.465519
1.82891,0.466511
1.83432,0.467502
1.83974,0.468493
1.84517,0.469483
1.85061,0.470473
1.85606,0.471463
1.86151,0.472452
1.86698,0.473441
1.87245,0.47443
1.87793,0.475418
1.88341,0.476405
1.88891,0.477392
1.89441,0.478379
1.89992,0.479365
1.90544,0.480351
1.91096,0.481337
1.9165,0.482322
1.92204,0.483306
1.92759,0.48429
1.93315,0.485274
1.93872,0.486257
1.94429,0.48724
1.94988,0.488222
1.95547,0.489203
1.96106,0.490185
1.96667,0.491165
1.97229,0.492146
1.97791,0.493125
1.98354,0.494105
1.98918,0.495083
1.99482,0.496062
2.00048,0.497039
2.00614,0.498017
2.01181,0.498993
2.01749,0.499969
2.02318,0.500945
2.02887,0.50192
2.03457,0.502895
2.04029,0.503869
2.046,0.504842
2.05173,0.505815
2.05747,0.506787
2.06321,0.507759
2.06896,0.50873
2.07472,0.509701
2.08048,0.510671
2.08626,0.51164
2.09204,0.512609
2.09783,0.513578
2.10363,0.514545
2.10944,0.515512
2.11525,0.516479
2.12108,0.517445
2.12691,0.51841
2.13274,0.519375
2.13859,0.520339
2.14445,0.521302
2.15031,0.522265
2.15618,0.523228
2.16206,0.524189
2.16795,0.52515
2.17384,0.52611
2.17974,0.52707
2.18565,0.528029
2.19157,0.528987
2.1975,0.529945
2.20343,0.530902
2.20938,0.531858
2.21533,0.532814
2.22129,0.533769
2.22725,0.534724
2.23323,0.535677
2.23921,0.53663
2.2452,0.537583
2.2512,0.538534
2.25721,0.539485
2.26322,0.540435
2.26924,0.541385
2.27528,0.542334
2.28131,0.543282
2.28736,0.544229
2.29342,0.545176
2.29948,0.546122
2.30555,0.547067
2.31163,0.548011
2.31772,0.548955
2.32381,0.549898
2.32991,0.550841
2.33602,0.551782
2.34214,0.552723
2.34827,0.553663
2.3544,0.554602
2.36055,0.555541
2.3667,0.556479
2.37286,0.557416
2.37902,0.558352
2.3852,0.559287
2.39138,0.560222
2.39757,0.561156
2.40377,0.562089
2.40998,0.563021
2.41619,0.563953
2.42242,0.564884
2.42865,0.565814
2.43489,0.566743
2.44113,0.567671
2.44739,0.568599
2.45365,0.569526
2.45992,0.570451
2.4662,0.571377
2.47249,0.572301
2.47878,0.573224
2.48509,0.574147
2.4914,0.575069
2.49771,0.57599
2.50404,0.57691
2.51038,0.577829
2.51672,0.578748
2.52307,0.579665
2.52943,0.580582
2.5358,0.581498
2.54217,0.582413
2.54855,0.583327
2.55495,0.584241
2.56134,0.585153
2.56775,0.586065
2.57417,0.586976
2.58059,0.587886
2.58702,0.588795
2.59346,0.589703
2.59991,0.59061
2.60636,0.591516
2.61282,0.592422
2.6193,0.593326
2.62577,0.59423
2.63226,0.595133
2.63876,0.596035
2.64526,0.596936
2.65177,0.597836
2.65829,0.598735
2.66482,0.599633
2.67135,0.60053
2.67789,0.601427
2.68445,0.602322
2.691,0.603217
2.69757,0.604111
2.70415,0.605003
2.71073,0.605895
2.71732,0.606786
2.72392,0.607676
2.73053,0.608565
2.73714,0.609453
2.74376,0.61034
2.7504,0.611226
2.75703,0.612111
2.76368,0.612995
2.77034,0.613879
2.777,0.614761
2.78367,0.615642
2.79035,0.616523
2.79704,0.617402
2.80373,0.61828
2.81044,0.619158
2.81715,0.620034
2.82387,0.62091
2.83059,0.621784
2.83733,0.622658
2.84407,0.62353
2.85082,0.624402
2.85758,0.625273
2.86435,0.626142
2.87112,0.627011
2.87791,0.627878
2.8847,0.628745
2.8915,0.62961
2.8983,0.630475
2.90512,0.631339
2.91194,0.632201
2.91877,0.633063
2.92561,0.633923
2.93246,0.634783
2.93931,0.635641
2.94618,0.636499
2.95305,0.637355
2.95993,0.638211
2.96681,0.639065
2.97371,0.639918
2.98061,0.640771
2.98752,0.641622
2.99444,0.642472
3.00137,0.643321
3.00831,0.64417
3.01525,0.645017
3.0222,0.645863
3.02916,0.646708
3.03613,0.647552
3.0431,0.648395
3.05009,0.649237
3.05708,0.650077
3.06408,0.650917
3.07108,0.651756
3.0781,0.652593
3.08512,0.65343
3.09215,0.654265
3.09919,0.6551
3.10624,0.655933
3.11329,0.656766
3.12036,0.657597
3.12743,0.658427
3.13451,0.659256
3.14159,0.660084
3.14869,0.660911
3.15579,0.661737
3.1629,0.662561
3.17002,0.663385
3.17715,0.664207
3.18429,0.665029
3.19143,0.665849
3.19858,0.666668
3.20574,0.667487
3.21291,0.668304
3.22008,0.66912
3.22727,0.669934
3.23446,0.670748
3.24166,0.671561
3.24886,0.672372
3.25608,0.673183
3.2633,0.673992
3.27053,0.6748
3.27777,0.675607
3.28502,0.676413
3.29228,0.677218
3.29954,0.678022
3.30681,0.678824
3.31409,0.679626
3.32138,0.680426
3.32867,0.681225
3.33598,0.682023
3.34329,0.68282
3.35061,0.683616
3.35793,0.684411
3.36527,0.685204
3.37261,0.685997
3.37996,0.686788
3.38732,0.687578
3.39469,0.688367
3.40207,0.689155
3.40945,0.689942
3.41684,0.690727
3.42424,0.691512
3.43165,0.692295
3.43906,0.693077
3.44649,0.693858
3.45392,0.694638
3.46136,0.695417
3.4688,0.696194
3.47626,0.69697
3.48372,0.697746
3.49119,0.69852
3.49867,0.699293
3.50616,0.700064
3.51366,0.700835
3.52116,0.701604
3.52867,0.702373
3.53619,0.70314
3.54372,0.703905
3.55125,0.70467
3.5588,0.705434
3.56635,0.706196
3.57391,0.706957
3.58147,0.707717
3.58905,0.708476
3.59663,0.709234
3.60423,0.709991
3.61182,0.710746
3.61943,0.7115
3.62705,0.712253
3.63467,0.713005
3.6423,0.713755
3.64994,0.714505
3.65759,0.715253
3.66524,0.716
3.67291,0.716746
3.68058,0.717491
3.68826,0.718234
3.69595,0.718977
3.70364,0.719718
3.71135,0.720458
3.71906,0.721196
3.72678,0.721934
3.7345,0.72267
3.74224,0.723406
3.74998,0.724139
3.75773,0.724872
3.76549,0.725604
3.77326,0.726334
3.78104,0.727063
3.78882,0.727791
3.79661,0.728518
3.80441,0.729244
3.81222,0.729968
3.82003,0.730691
3.82786,0.731413
3.83569,0.732134
3.84353,0.732854
3.85138,0.733572
3.85923,0.734289
3.8671,0.735005
3.87497,0.73572
3.88285,0.736433
3.89073,0.737146
3.89863,0.737857
3.90653,0.738567
3.91445,0.739276
3.92236,0.739983
3.93029,0.740689
3.93823,0.741394
3.94617,0.742098
3.95412,0.742801
3.96208,0.743502
3.97005,0.744202
3.97803,0.744901
3.98601,0.745599
3.994,0.746296
4.002,0.746991
4.01001,0.747685
4.01802,0.748378
4.02605,0.74907
4.03408,0.74976
4.04212,0.75045
4.05017,0.751138
4.05822,0.751825
4.06629,0.75251
4.07436,0.753194
4.08244,0.753878
4.09052,0.75456
4.09862,0.75524
4.10672,0.75592
4.11484,0.756598
4.12295,0.757275
4.13108,0.757951
4.13922,0.758626
4.14736,0.759299
4.15551,0.759971
4.16367,0.760642
4.17184,0.761312
4.18002,0.76198
4.1882,0.762647
4.19639,0.763314
4.20459,0.763978
4.2128,0.764642
4.22101,0.765304
4.22924,0.765965
4.23747,0.766625
4.24571,0.767284
4.25396,0.767941
4.26221,0.768598
4.27048,0.769253
4.27875,0.769906
4.28703,0.770559
4.29532,0.77121
4.30361,0.77186
4.31192,0.772509
4.32023,0.773157
4.32855,0.773803
4.33687,0.774449
4.34521,0.775092
4.35355,0.775735
4.36191,0.776377
4.37027,0.777017
4.37863,0.777656
4.38701,0.778294
4.39539,0.77893
4.40378,0.779566
4.41218,0.7802
4.42059,0.780833
4.42901,0.781465
4.43743,0.782095
4.44586,0.782724
4.4543,0.783352
4.46275,0.783979
4.47121,0.784605
4.47967,0.785229
4.48814,0.785852
4.49662,0.786474
4.50511,0.787095
4.51361,0.787714
4.52211,0.788332
4.53062,0.788949
4.53914,0.789565
4.54767,0.790179
4.55621,0.790793
4.56475,0.791405
4.5733,0.792016
4.58186,0.792625
4.59043,0.793234
4.599,0.793841
4.60759,0.794447
4.61618,0.795052
4.62478,0.795655
4.63339,0.796257
4.642,0.796858
4.65063,0.797458
4.65926,0.798057
4.6679,0.798654
4.67655,0.79925
4.6852,0.799845
4.69387,0.800439
4.70254,0.801032
4.71122,0.801623
4.71991,0.802213
4.7286,0.802802
4.73731,0.80339
4.74602,0.803976
4.75474,0.804561
4.76347,0.805145
4.7722,0.805728
4.78095,0.806309
4.7897,0.80689
4.79846,0.807469
4.80723,0.808047
4.816,0.808624
4.82478,0.809199
4.83358,0.809773
4.84238,0.810346
4.85118,0.810918
4.86,0.811489
4.86882,0.812058
4.87766,0.812626
4.8865,0.813193
4.89534,0.813759
4.9042,0.814324
4.91306,0.814887
4.92194,0.815449
4.93082,0.81601
4.9397,0.81657
4.9486,0.817129
4.9575,0.817686
4.96642,0.818242
4.97534,0.818797
4.98426,0.819351
4.9932,0.819903
5.00214,0.820455
5.0111,0.821005
5.02006,0.821554
5.02902,0.822101
5.038,0.822648
5.04698,0.823193
5.05598,0.823737
5.06498,0.82428
5.07398,0.824822
5.083,0.825362
5.09202,0.825902
5.10106,0.82644
5.1101,0.826977
5.11914,0.827513
5.1282,0.828047
5.13726,0.828581
5.14634,0.829113
5.15542,0.829644
5.1645,0.830174
5.1736,0.830702
5.1827,0.83123
5.19182,0.831756
5.20094,0.832281
5.21006,0.832805
5.2192,0.833327
5.22834,0.833849
5.2375,0.834369
5.24666,0.834888
5.25582,0.835406
5.265,0.835923
5.27418,0.836439
5.28338,0.836953
5.29258,0.837466
5.30178,0.837978
5.311,0.838489
5.32022,0.838999
5.32946,0.839508
5.3387,0.840015
5.34795,0.840521
5.3572,0.841026
5.36647,0.84153
5.37574,0.842033
5.38502,0.842534
5.39431,0.843035
5.4036,0.843534
5.41291,0.844032
5.42222,0.844529
5.43154,0.845024
5.44087,0.845519
5.4502,0.846012
5.45955,0.846504
5.4689,0.846995
5.47826,0.847485
5.48763,0.847974
5.497,0.848462
5.50639,0.848948
5.51578,0.849433
5.52518,0.849917
5.53459,0.8504
5.544,0.850882
5.55343,0.851363
5.56286,0.851842
5.5723,0.852321
5.58175,0.852798
5.5912,0.853274
5.60067,0.853749
5.61014,0.854223
5.61962,0.854695
5.62911,0.855167
5.63861,0.855637
5.64811,0.856106
5.65762,0.856575
5.66714,0.857042
5.67667,0.857507
5.68621,0.857972
5.69575,0.858436
5.7053,0.858898
5.71486,0.859359
5.72443,0.859819
5.73401,0.860278
5.74359,0.860736
5.75318,0.861193
5.76278,0.861649
5.77239,0.862103
5.78201,0.862557
5.79163,0.863009
5.80127,0.86346
5.81091,0.86391
5.82055,0.864359
5.83021,0.864807
5.83987,0.865254
5.84955,0.865699
5.85923,0.866144
5.86892,0.866587
5.87861,0.867029
5.88832,0.86747
5.89803,0.867911
5.90775,0.868349
5.91748,0.868787
5.92721,0.869224
5.93696,0.86966
5.94671,0.870094
5.95647,0.870528
5.96624,0.87096
5.97601,0.871391
5.9858,0.871821
5.99559,0.87225
6.00539,0.872678
6.0152,0.873105
6.02502,0.873531
6.03484,0.873955
6.04467,0.874379
6.05451,0.874802
6.06436,0.875223
6.07422,0.875643
6.08408,0.876063
6.09395,0.876481
6.10384,0.876898
6.11372,0.877314
6.12362,0.877729
6.13352,0.878143
6.14344,0.878555
6.15336,0.878967
6.16329,0.879378
6.17322,0.879787
6.18317,0.880196
6.19312,0.880603
6.20308,0.88101
6.21305,0.881415
6.22302,0.881819
6.23301,0.882222
6.243,0.882624
6.253,0.883025
6.26301,0.883425
6.27303,0.883824
6.28305,0.884222
6.29308,0.884619
6.30312,0.885015
6.31317,0.88541
6.32323,0.885803
6.33329,0.886196
6.34336,0.886587
6.35345,0.886978
6.36353,0.887368
6.37363,0.887756
6.38373,0.888143
6.39385,0.88853
6.40397,0.888915
6.4141,0.889299
6.42423,0.889683
6.43438,0.890065
6.44453,0.890446
6.45469,0.890826
6.46486,0.891206
6.47503,0.891584
6.48522,0.891961
6.49541,0.892337
6.50561,0.892712
6.51582,0.893086
6.52604,0.893459
6.53626,0.893831
6.54649,0.894202
6.55673,0.894572
6.56698,0.894941
6.57724,0.895309
6.5875,0.895676
6.59778,0.896042
6.60806,0.896407
6.61835,0.896771
6.62864,0.897134
6.63895,0.897495
6.64926,0.897856
6.65958,0.898216
6.66991,0.898575
6.68024,0.898933
6.69059,0.89929
6.70094,0.899646
6.7113,0.900001
6.72167,0.900355
6.73205,0.900708
6.74243,0.90106
6.75282,0.901411
6.76322,0.901761
6.77363,0.90211
6.78405,0.902458
6.79447,0.902805
6.80491,0.903151
6.81535,0.903496
6.8258,0.903841
6.83625,0.904184
6.84672,0.904526
6.85719,0.904867
6.86767,0.905207
6.87816,0.905547
6.88866,0.905885
6.89916,0.906222
6.90967,0.906559
6.92019,0.906894
6.93072,0.907229
6.94126,0.907562
6.9518,0.907895
6.96236,0.908227
6.97292,0.908557
6.98349,0.908887
6.99406,0.909216
7.00465,0.909544
7.01524,0.909871
7.02584,0.910197
7.03645,0.910522
7.04707,0.910846
7.05769,0.911169
7.06832,0.911491
7.07896,0.911812
7.08961,0.912133
7.10027,0.912452
7.11093,0.912771
7.12161,0.913088
7.13229,0.913405
7.14298,0.91372
7.15367,0.914035
7.16438,0.914349
7.17509,0.914662
7.18581,0.914974
7.19654,0.915285
7.20728,0.915595
7.21802,0.915905
7.22877,0.916213
7.23953,0.91652
7.2503,0.916827
7.26108,0.917133
7.27186,0.917437
7.28266,0.917741
7.29346,0.918044
7.30427,0.918346
7.31508,0.918647
7.32591,0.918948
7.33674,0.919247
