r,sigma_dipolo
3.82988e-05,3.30999e-07
3.83871e-05,3.32553e-07
3.84756e-05,3.34115e-07
3.85643e-05,3.35683e-07
3.86532e-05,3.3726e-07
3.87423e-05,3.38843e-07
3.88317e-05,3.40434e-07
3.89212e-05,3.42033e-07
3.90109e-05,3.43639e-07
3.91009e-05,3.45253e-07
3.9191e-05,3.46874e-07
3.92814e-05,3.48502e-07
3.9372e-05,3.50139e-07
3.94627e-05,3.51783e-07
3.95537e-05,3.53435e-07
3.96449e-05,3.55094e-07
3.97363e-05,3.56762e-07
3.9828e-05,3.58437e-07
3.99198e-05,3.6012e-07
4.00118e-05,3.61811e-07
4.01041e-05,3.6351e-07
4.01966e-05,3.65216e-07
4.02892e-05,3.66931e-07
4.03821e-05,3.68654e-07
4.04752e-05,3.70385e-07
4.05686e-05,3.72124e-07
4.06621e-05,3.73871e-07
4.07559e-05,3.75627e-07
4.08498e-05,3.7739e-07
4.0944e-05,3.79162e-07
4.10384e-05,3.80943e-07
4.1133e-05,3.82731e-07
4.12279e-05,3.84528e-07
4.13229e-05,3.86334e-07
4.14182e-05,3.88148e-07
4.15137e-05,3.8997e-07
4.16094e-05,3.91801e-07
4.17054e-05,3.93641e-07
4.18015e-05,3.95489e-07
4.18979e-05,3.97346e-07
4.19945e-05,3.99211e-07
4.20914e-05,4.01086e-07
4.21884e-05,4.02969e-07
4.22857e-05,4.04861e-07
4.23832e-05,4.06762e-07
4.24809e-05,4.08671e-07
4.25788e-05,4.1059e-07
4.2677e-05,4.12518e-07
4.27754e-05,4.14455e-07
4.2874e-05,4.164e-07
4.29729e-05,4.18355e-07
4.3072e-05,4.2032e-07
4.31713e-05,4.22293e-07
4.32708e-05,4.24276e-07
4.33706e-05,4.26267e-07
4.34706e-05,4.28269e-07
4.35708e-05,4.30279e-07
4.36713e-05,4.32299e-07
4.3772e-05,4.34329e-07
4.38729e-05,4.36368e-07
4.39741e-05,4.38417e-07
4.40755e-05,4.40475e-07
4.41771e-05,4.42543e-07
4.42789e-05,4.44621e-07
4.4381e-05,4.46708e-07
4.44834e-05,4.48805e-07
4.45859e-05,4.50912e-07
4.46887e-05,4.53029e-07
4.47918e-05,4.55156e-07
4.48951e-05,4.57293e-07
4.49986e-05,4.5944e-07
4.51023e-05,4.61597e-07
4.52063e-05,4.63764e-07
4.53105e-05,4.65941e-07
4.5415e-05,4.68128e-07
4.55197e-05,4.70326e-07
4.56247e-05,4.72534e-07
4.57299e-05,4.74752e-07
4.58353e-05,4.76981e-07
4.5941e-05,4.7922e-07
4.60469e-05,4.8147e-07
4.61531e-05,4.8373e-07
4.62595e-05,4.86001e-07
4.63662e-05,4.88282e-07
4.64731e-05,4.90575e-07
4.65802e-05,4.92878e-07
4.66876e-05,4.95191e-07
4.67953e-05,4.97516e-07
4.69032e-05,4.99851e-07
4.70113e-05,5.02198e-07
4.71197e-05,5.04555e-07
4.72284e-05,5.06924e-07
4.73373e-05,5.09304e-07
4.74464e-05,5.11694e-07
4.75558e-05,5.14097e-07
4.76655e-05,5.1651e-07
4.77754e-05,5.18934e-07
4.78855e-05,5.2137e-07
4.79959e-05,5.23818e-07
4.81066e-05,5.26277e-07
4.82175e-05,5.28747e-07
4.83287e-05,5.31229e-07
4.84401e-05,5.33723e-07
4.85518e-05,5.36228e-07
4.86637e-05,5.38745e-07
4.87759e-05,5.41274e-07
4.88884e-05,5.43815e-07
4.90011e-05,5.46368e-07
4.91141e-05,5.48933e-07
4.92274e-05,5.51509e-07
4.93409e-05,5.54098e-07
4.94546e-05,5.56699e-07
4.95687e-05,5.59312e-07
4.96829e-05,5.61938e-07
4.97975e-05,5.64575e-07
4.99123e-05,5.67225e-07
5.00274e-05,5.69888e-07
5.01427e-05,5.72563e-07
5.02584e-05,5.7525e-07
5.03742e-05,5.77951e-07
5.04904e-05,5.80663e-07
5.06068e-05,5.83389e-07
5.07235e-05,5.86127e-07
5.08404e-05,5.88878e-07
5.09577e-05,5.91643e-07
5.10752e-05,5.9442e-07
5.11929e-05,5.9721e-07
5.1311e-05,6.00013e-07
5.14293e-05,6.02829e-07
5.15478e-05,6.05659e-07
5.16667e-05,6.08501e-07
5.17858e-05,6.11358e-07
5.19052e-05,6.14227e-07
5.20249e-05,6.1711e-07
5.21449e-05,6.20007e-07
5.22651e-05,6.22917e-07
5.23856e-05,6.2584e-07
5.25064e-05,6.28778e-07
5.26274e-05,6.31729e-07
5.27488e-05,6.34694e-07
5.28704e-05,6.37673e-07
5.29923e-05,6.40666e-07
5.31145e-05,6.43673e-07
5.3237e-05,6.46694e-07
5.33597e-05,6.49729e-07
5.34827e-05,6.52779e-07
5.36061e-05,6.55843e-07
5.37297e-05,6.58921e-07
5.38535e-05,6.62013e-07
5.39777e-05,6.6512e-07
5.41022e-05,6.68242e-07
5.42269e-05,6.71378e-07
5.43519e-05,6.74529e-07
5.44773e-05,6.77695e-07
5.46029e-05,6.80876e-07
5.47288e-05,6.84071e-07
5.4855e-05,6.87282e-07
5.49814e-05,6.90507e-07
5.51082e-05,6.93748e-07
5.52353e-05,6.97004e-07
5.53626e-05,7.00275e-07
5.54903e-05,7.03562e-07
5.56182e-05,7.06864e-07
5.57465e-05,7.10181e-07
5.5875e-05,7.13514e-07
5.60038e-05,7.16863e-07
5.6133e-05,7.20227e-07
5.62624e-05,7.23607e-07
5.63921e-05,7.27003e-07
5.65221e-05,7.30415e-07
5.66525e-05,7.33843e-07
5.67831e-05,7.37287e-07
5.6914e-05,7.40747e-07
5.70452e-05,7.44223e-07
5.71768e-05,7.47716e-07
5.73086e-05,7.51225e-07
5.74407e-05,7.5475e-07
5.75732e-05,7.58292e-07
5.77059e-05,7.61851e-07
5.7839e-05,7.65426e-07
5.79723e-05,7.69018e-07
5.8106e-05,7.72627e-07
5.824e-05,7.76253e-07
5.83742e-05,7.79896e-07
5.85088e-05,7.83555e-07
5.86437e-05,7.87232e-07
5.8779e-05,7.90927e-07
5.89145e-05,7.94638e-07
5.90503e-05,7.98367e-07
5.91865e-05,8.02114e-07
5.93229e-05,8.05878e-07
5.94597e-05,8.0966e-07
5.95968e-05,8.13459e-07
5.97342e-05,8.17276e-07
5.9872e-05,8.21112e-07
6.001e-05,8.24965e-07
6.01484e-05,8.28836e-07
6.02871e-05,8.32725e-07
6.04261e-05,8.36633e-07
6.05654e-05,8.40559e-07
6.0705e-05,8.44503e-07
6.0845e-05,8.48466e-07
6.09853e-05,8.52447e-07
6.11259e-05,8.56448e-07
6.12668e-05,8.60466e-07
6.14081e-05,8.64504e-07
6.15497e-05,8.68561e-07
6.16916e-05,8.72636e-07
6.18339e-05,8.76731e-07
6.19764e-05,8.80845e-07
6.21193e-05,8.84978e-07
6.22626e-05,8.89131e-07
6.24061e-05,8.93303e-07
6.255e-05,8.97494e-07
6.26942e-05,9.01706e-07
6.28388e-05,9.05937e-07
6.29837e-05,9.10188e-07
6.31289e-05,9.14458e-07
6.32744e-05,9.18749e-07
6.34203e-05,9.2306e-07
6.35666e-05,9.27391e-07
6.37131e-05,9.31743e-07
6.386e-05,9.36115e-07
6.40073e-05,9.40507e-07
6.41549e-05,9.4492e-07
6.43028e-05,9.49354e-07
6.4451e-05,9.53808e-07
6.45996e-05,9.58283e-07
6.47486e-05,9.6278e-07
6.48979e-05,9.67297e-07
6.50475e-05,9.71835e-07
6.51975e-05,9.76395e-07
6.53478e-05,9.80976e-07
6.54985e-05,9.85579e-07
6.56495e-05,9.90203e-07
6.58009e-05,9.94849e-07
6.59526e-05,9.99517e-07
6.61047e-05,1.00421e-06
6.62571e-05,1.00892e-06
6.64099e-05,1.01365e-06
6.6563e-05,1.01841e-06
6.67164e-05,1.02319e-06
6.68703e-05,1.02799e-06
6.70245e-05,1.03281e-06
6.7179e-05,1.03766e-06
6.73339e-05,1.04252e-06
6.74891e-05,1.04741e-06
6.76448e-05,1.05233e-06
6.78007e-05,1.05727e-06
6.7957e-05,1.06223e-06
6.81137e-05,1.06721e-06
6.82708e-05,1.07222e-06
6.84282e-05,1.07725e-06
6.8586e-05,1.0823e-06
6.87441e-05,1.08738e-06
6.89026e-05,1.09248e-06
6.90615e-05,1.09761e-06
6.92207e-05,1.10275e-06
6.93803e-05,1.10793e-06
6.95403e-05,1.11313e-06
6.97006e-05,1.11835e-06
6.98613e-05,1.12359e-06
7.00224e-05,1.12887e-06
7.01839e-05,1.13416e-06
7.03457e-05,1.13948e-06
7.05079e-05,1.14483e-06
7.06705e-05,1.1502e-06
7.08334e-05,1.1556e-06
7.09967e-05,1.16102e-06
7.11604e-05,1.16646e-06
7.13245e-05,1.17194e-06
7.14889e-05,1.17743e-06
7.16538e-05,1.18296e-06
7.1819e-05,1.18851e-06
7.19846e-05,1.19408e-06
7.21506e-05,1.19968e-06
7.23169e-05,1.20531e-06
7.24837e-05,1.21097e-06
7.26508e-05,1.21665e-06
7.28183e-05,1.22235e-06
7.29862e-05,1.22809e-06
7.31545e-05,1.23385e-06
7.33231e-05,1.23964e-06
7.34922e-05,1.24545e-06
7.36617e-05,1.25129e-06
7.38315e-05,1.25716e-06
7.40017e-05,1.26306e-06
7.41724e-05,1.26899e-06
7.43434e-05,1.27494e-06
7.45148e-05,1.28092e-06
7.46866e-05,1.28693e-06
7.48588e-05,1.29296e-06
7.50314e-05,1.29903e-06
7.52044e-05,1.30512e-06
7.53778e-05,1.31124e-06
7.55516e-05,1.3174e-06
7.57258e-05,1.32358e-06
7.59004e-05,1.32978e-06
7.60754e-05,1.33602e-06
7.62508e-05,1.34229e-06
7.64266e-05,1.34858e-06
7.66028e-05,1.35491e-06
7.67795e-05,1.36127e-06
7.69565e-05,1.36765e-06
7.71339e-05,1.37407e-06
7.73118e-05,1.38051e-06
7.749e-05,1.38699e-06
7.76687e-05,1.39349e-06
7.78478e-05,1.40003e-06
7.80273e-05,1.40659e-06
7.82072e-05,1.41319e-06
7.83875e-05,1.41982e-06
7.85683e-05,1.42648e-06
7.87494e-05,1.43317e-06
7.8931e-05,1.43989e-06
7.9113e-05,1.44665e-06
7.92954e-05,1.45343e-06
7.94782e-05,1.46025e-06
7.96615e-05,1.4671e-06
7.98451e-05,1.47398e-06
8.00292e-05,1.48089e-06
8.02138e-05,1.48784e-06
8.03987e-05,1.49482e-06
8.05841e-05,1.50183e-06
8.07699e-05,1.50887e-06
8.09561e-05,1.51595e-06
8.11428e-05,1.52306e-06
8.13299e-05,1.5302e-06
8.15174e-05,1.53738e-06
8.17054e-05,1.54459e-06
8.18937e-05,1.55183e-06
8.20826e-05,1.55911e-06
8.22718e-05,1.56642e-06
8.24615e-05,1.57377e-06
8.26516e-05,1.58115e-06
8.28422e-05,1.58857e-06
8.30332e-05,1.59602e-06
8.32247e-05,1.6035e-06
8.34166e-05,1.61102e-06
8.36089e-05,1.61858e-06
8.38017e-05,1.62617e-06
8.39949e-05,1.63379e-06
8.41886e-05,1.64146e-06
8.43827e-05,1.64916e-06
8.45772e-05,1.65689e-06
8.47723e-05,1.66466e-06
8.49677e-05,1.67247e-06
8.51636e-05,1.68031e-06
8.536e-05,1.68819e-06
8.55568e-05,1.69611e-06
8.57541e-05,1.70406e-06
8.59518e-05,1.71205e-06
8.615e-05,1.72008e-06
8.63486e-05,1.72815e-06
8.65477e-05,1.73625e-06
8.67472e-05,1.74439e-06
8.69473e-05,1.75257e-06
8.71477e-05,1.76079e-06
8.73487e-05,1.76905e-06
8.75501e-05,1.77735e-06
8.77519e-05,1.78568e-06
8.79543e-05,1.79406e-06
8.81571e-05,1.80247e-06
8.83603e-05,1.81092e-06
8.85641e-05,1.81941e-06
8.87683e-05,1.82794e-06
8.89729e-05,1.83652e-06
8.91781e-05,1.84513e-06
8.93837e-05,1.85378e-06
8.95898e-05,1.86247e-06
8.97964e-05,1.87121e-06
9.00034e-05,1.87998e-06
9.02109e-05,1.8888e-06
9.04189e-05,1.89765e-06
9.06274e-05,1.90655e-06
9.08364e-05,1.91549e-06
9.10458e-05,1.92447e-06
9.12557e-05,1.9335e-06
9.14661e-05,1.94256e-06
9.1677e-05,1.95167e-06
9.18884e-05,1.96082e-06
9.21003e-05,1.97002e-06
9.23126e-05,1.97926e-06
9.25255e-05,1.98854e-06
9.27388e-05,1.99786e-06
9.29526e-05,2.00723e-06
9.3167e-05,2.01664e-06
9.33818e-05,2.0261e-06
9.35971e-05,2.0356e-06
9.38129e-05,2.04514e-06
9.40292e-05,2.05473e-06
9.4246e-05,2.06436e-06
9.44633e-05,2.07404e-06
9.46811e-05,2.08377e-06
9.48994e-05,2.09354e-06
9.51182e-05,2.10335e-06
9.53375e-05,2.11322e-06
9.55574e-05,2.12312e-06
9.57777e-05,2.13308e-06
9.59985e-05,2.14308e-06
9.62199e-05,2.15313e-06
9.64417e-05,2.16322e-06
9.66641e-05,2.17337e-06
9.6887e-05,2.18356e-06
9.71103e-05,2.19379e-06
9.73343e-05,2.20408e-06
9.75587e-05,2.21441e-06
9.77836e-05,2.22479e-06
9.80091e-05,2.23523e-06
9.82351e-05,2.24571e-06
9.84616e-05,2.25623e-06
9.86886e-05,2.26681e-06
9.89161e-05,2.27744e-06
9.91442e-05,2.28812e-06
9.93728e-05,2.29884e-06
9.96019e-05,2.30962e-06
9.98316e-05,2.32045e-06
0.000100062,2.33133e-06
0.000100292,2.34226e-06
0.000100524,2.35324e-06
0.000100755,2.36427e-06
0.000100988,2.37536e-06
0.000101221,2.38649e-06
0.000101454,2.39768e-06
0.000101688,2.40892e-06
0.000101922,2.42021e-06
0.000102157,2.43156e-06
0.000102393,2.44296e-06
0.000102629,2.45441e-06
0.000102866,2.46592e-06
0.000103103,2.47748e-06
0.000103341,2.48909e-06
0.000103579,2.50076e-06
0.000103818,2.51248e-06
0.000104057,2.52426e-06
0.000104297,2.53609e-06
0.000104537,2.54798e-06
0.000104778,2.55993e-06
0.00010502,2.57193e-06
0.000105262,2.58398e-06
0.000105505,2.5961e-06
0.000105748,2.60827e-06
0.000105992,2.62049e-06
0.000106236,2.63278e-06
0.000106481,2.64512e-06
0.000106727,2.65752e-06
0.000106973,2.66997e-06
0.00010722,2.68249e-06
0.000107467,2.69506e-06
0.000107715,2.7077e-06
0.000107963,2.72039e-06
0.000108212,2.73314e-06
0.000108461,2.74595e-06
0.000108711,2.75882e-06
0.000108962,2.77176e-06
0.000109213,2.78475e-06
0.000109465,2.7978e-06
0.000109718,2.81091e-06
0.000109971,2.82409e-06
0.000110224,2.83733e-06
0.000110478,2.85063e-06
0.000110733,2.86399e-06
0.000110988,2.87741e-06
0.000111244,2.8909e-06
0.000111501,2.90445e-06
0.000111758,2.91806e-06
0.000112015,2.93174e-06
0.000112274,2.94548e-06
0.000112533,2.95929e-06
0.000112792,2.97316e-06
0.000113052,2.98709e-06
0.000113313,3.00109e-06
0.000113574,3.01516e-06
0.000113836,3.02929e-06
0.000114098,3.04349e-06
0.000114361,3.05775e-06
0.000114625,3.07208e-06
0.000114889,3.08648e-06
0.000115154,3.10095e-06
0.00011542,3.11548e-06
0.000115686,3.13008e-06
0.000115953,3.14475e-06
0.00011622,3.15949e-06
0.000116488,3.1743e-06
0.000116757,3.18918e-06
0.000117026,3.20412e-06
0.000117296,3.21914e-06
0.000117566,3.23423e-06
0.000117837,3.24938e-06
0.000118109,3.26461e-06
0.000118381,3.27991e-06
0.000118654,3.29528e-06
0.000118928,3.31073e-06
0.000119202,3.32624e-06
0.000119477,3.34183e-06
0.000119752,3.35749e-06
0.000120028,3.37323e-06
0.000120305,3.38903e-06
0.000120583,3.40492e-06
0.000120861,3.42087e-06
0.000121139,3.4369e-06
0.000121419,3.45301e-06
0.000121698,3.46919e-06
0.000121979,3.48545e-06
0.00012226,3.50178e-06
0.000122542,3.51819e-06
0.000122825,3.53468e-06
0.000123108,3.55124e-06
0.000123392,3.56788e-06
0.000123676,3.5846e-06
0.000123961,3.6014e-06
0.000124247,3.61828e-06
0.000124534,3.63523e-06
0.000124821,3.65227e-06
0.000125109,3.66938e-06
0.000125397,3.68658e-06
0.000125686,3.70385e-06
0.000125976,3.72121e-06
0.000126267,3.73864e-06
0.000126558,3.75616e-06
0.000126849,3.77376e-06
0.000127142,3.79145e-06
0.000127435,3.80921e-06
0.000127729,3.82706e-06
0.000128023,3.84499e-06
0.000128319,3.86301e-06
0.000128614,3.88111e-06
0.000128911,3.8993e-06
0.000129208,3.91757e-06
0.000129506,3.93592e-06
0.000129805,3.95436e-06
0.000130104,3.97289e-06
0.000130404,3.99151e-06
0.000130705,4.01021e-06
0.000131006,4.029e-06
0.000131308,4.04788e-06
0.000131611,4.06684e-06
0.000131914,4.0859e-06
0.000132219,4.10504e-06
0.000132523,4.12427e-06
0.000132829,4.1436e-06
0.000133135,4.16301e-06
0.000133442,4.18252e-06
0.00013375,4.20211e-06
0.000134058,4.2218e-06
0.000134367,4.24158e-06
0.000134677,4.26145e-06
0.000134988,4.28142e-06
0.000135299,4.30148e-06
0.000135611,4.32163e-06
0.000135924,4.34188e-06
0.000136237,4.36222e-06
0.000136551,4.38265e-06
0.000136866,4.40319e-06
0.000137181,4.42382e-06
0.000137498,4.44454e-06
0.000137815,4.46536e-06
0.000138133,4.48628e-06
0.000138451,4.5073e-06
0.00013877,4.52842e-06
0.00013909,4.54963e-06
0.000139411,4.57095e-06
0.000139732,4.59236e-06
0.000140055,4.61387e-06
0.000140378,4.63549e-06
0.000140701,4.6572e-06
0.000141026,4.67902e-06
0.000141351,4.70094e-06
0.000141677,4.72296e-06
0.000142003,4.74509e-06
0.000142331,4.76731e-06
0.000142659,4.78965e-06
0.000142988,4.81208e-06
0.000143318,4.83463e-06
0.000143648,4.85727e-06
0.000143979,4.88003e-06
0.000144311,4.90289e-06
0.000144644,4.92585e-06
0.000144977,4.94893e-06
0.000145312,4.97211e-06
0.000145647,4.9954e-06
0.000145983,5.0188e-06
0.000146319,5.04231e-06
0.000146657,5.06593e-06
0.000146995,5.08966e-06
0.000147334,5.1135e-06
0.000147673,5.13745e-06
0.000148014,5.16152e-06
0.000148355,5.18569e-06
0.000148697,5.20998e-06
0.00014904,5.23439e-06
0.000149384,5.2589e-06
0.000149728,5.28354e-06
0.000150073,5.30828e-06
0.000150419,5.33315e-06
0.000150766,5.35813e-06
0.000151114,5.38322e-06
0.000151462,5.40844e-06
0.000151811,5.43377e-06
0.000152161,5.45922e-06
0.000152512,5.48479e-06
0.000152864,5.51048e-06
0.000153216,5.53629e-06
0.00015357,5.56222e-06
0.000153924,5.58827e-06
0.000154279,5.61444e-06
0.000154634,5.64074e-06
0.000154991,5.66716e-06
0.000155348,5.6937e-06
0.000155706,5.72036e-06
0.000156065,5.74716e-06
