r,x,sigma
3.739937302,3.496424551e-05,32.8857412
3.739937302,3.777297646e-05,32.70943839
3.739937302,4.080733704e-05,32.53333499
3.739937302,4.408545242e-05,32.35743308
3.739937302,4.762690378e-05,32.18173464
3.739937302,5.145284531e-05,32.00624148
3.739937302,5.558613053e-05,31.83095531
3.739937302,6.005144884e-05,31.65587766
3.739937302,6.487547295e-05,31.48100993
3.739937302,7.008701824e-05,31.30635329
3.739937302,7.571721488e-05,31.13190877
3.739937302,8.179969378e-05,30.95767714
3.739937302,8.837078744e-05,30.78365898
3.739937302,9.546974703e-05,30.60985462
3.739937302,0.0001031389768,30.4362641
3.739937302,0.0001114242875,30.2628872
3.739937302,0.0001203751698,30.08972338
3.739937302,0.0001300450901,29.91677176
3.739937302,0.0001404918097,29.74403112
3.739937302,0.0001517777302,29.57149982
3.739937302,0.0001639702658,29.39917582
3.739937302,0.0001771422463,29.22705662
3.739937302,0.0001913723521,29.05513922
3.739937302,0.0002067455838,28.88342011
3.739937302,0.0002233537706,28.71189518
3.739937302,0.0002412961183,28.54055972
3.739937302,0.0002606798021,28.36940835
3.739937302,0.0002816206065,28.19843497
3.739937302,0.0003042436177,28.0276327
3.739937302,0.0003286839697,27.85699382
3.739937302,0.0003550876522,27.68650971
3.739937302,0.0003836123827,27.51617078
3.739937302,0.0004144285482,27.34596638
3.739937302,0.000447720223,27.17588471
3.739937302,0.0004836862686,27.00591277
3.739937302,0.0005225415214,26.83603623
3.739937302,0.0005645180756,26.66623933
3.739937302,0.0006098666701,26.49650478
3.739937302,0.0006588581862,26.32681363
3.739937302,0.0007117852651,26.15714513
3.739937302,0.0007689640567,25.98747664
3.739937302,0.0008307361075,25.81778341
3.739937302,0.000897470401,25.64803848
3.739937302,0.0009695655616,25.47821246
3.739937302,0.001047452236,25.30827338
3.739937302,0.001131595665,25.13818646
3.739937302,0.001222498464,24.96791394
3.739937302,0.001320703623,24.79741478
3.739937302,0.001426797751,24.62664448
3.739937302,0.001541414582,24.45555478
3.739937302,0.001665238757,24.28409339
3.739937302,0.001799009916,24.11220366
3.739937302,0.001943527115,23.9398243
3.739937302,0.0020996536,23.76688899
3.739937302,0.002268321964,23.59332603
3.739937302,0.002450539713,23.41905792
3.739937302,0.00264739529,23.24400098
3.739937302,0.002860064576,23.06806486
3.739937302,0.003089817908,22.89115207
3.739937302,0.003338027674,22.71315748
3.739937302,0.003606176508,22.53396778
3.739937302,0.003895866145,22.35346089
3.739937302,0.00420882699,22.17150538
3.739937302,0.004546928456,21.98795981
3.739937302,0.004912190126,21.80267207
3.739937302,0.005306793821,21.61547869
3.739937302,0.00573309663,21.42620409
3.739937302,0.006193644991,21.2346598
3.739937302,0.006691189902,21.0406437
3.739937302,0.007228703351,20.84393916
3.739937302,0.007809396072,20.64431424
3.739937302,0.008436736722,20.44152079
3.739937302,0.009114472599,20.23529359
3.739937302,0.009846652028,20.02534948
3.739937302,0.01063764854,19.81138652
3.739937302,0.01149218701,19.5930831
3.739937302,0.01241537185,19.37009716
3.739937302,0.01341271753,19.14206546
3.739937302,0.0144901815,18.90860288
3.739937302,0.0156541998,18.66930188
3.739937302,0.01691172545,18.42373209
3.739937302,0.01827027004,18.17144009
3.739937302,0.01973794859,17.9119494
3.739937302,0.02132352798,17.64476078
3.739937302,0.02303647938,17.36935289
3.739937302,0.02488703476,17.08518339
3.739937302,0.02688624807,16.79169053
3.739937302,0.02904606122,16.48829543
3.739937302,0.03137937544,16.17440507
3.739937302,0.03390012833,15.8494162
3.739937302,0.03662337714,15.51272029
3.739937302,0.03956538866,15.16370969
3.739937302,0.04274373643,14.80178529
3.739937302,0.04617740571,14.4263657
3.739937302,0.04988690686,14.03684698
3.739937302,0.05389439787,13.63287261
3.739937302,0.05822381672,13.21383718
3.739937302,0.06290102436,12.77941505
3.739937302,0.0679539592,12.32932723
3.739937302,0.07341280397,11.86341636
3.739937302,0.07931016603,11.38167427
3.739937302,0.08568127215,10.88427281
3.739937302,0.0925641789,10.37159788
3.739937302,0.1,9.844286351
3.962688639,1e-06,43.38476226
3.962688639,1.080331519e-06,43.20261755
3.962688639,1.167116191e-06,43.02050162
3.962688639,1.260872408e-06,42.838417
3.962688639,1.362160204e-06,42.65636625
3.962688639,1.471584602e-06,42.47435195
3.962688639,1.589799228e-06,42.2923767
3.962688639,1.717510215e-06,42.11044313
3.962688639,1.85548042e-06,41.92855389
3.962688639,2.004533981e-06,41.74671164
3.962688639,2.165561241e-06,41.56491907
3.962688639,2.339524065e-06,41.3831789
3.962688639,2.527461587e-06,41.20149385
3.962688639,2.730496415e-06,41.01986666
3.962688639,2.94984134e-06,40.83830011
3.962688639,3.186806576e-06,40.65679696
3.962688639,3.44280759e-06,40.47536001
3.962688639,3.719373553e-06,40.29399207
3.962688639,4.018156481e-06,40.11269596
3.962688639,4.340941095e-06,39.9314745
3.962688639,4.689655487e-06,39.75033054
3.962688639,5.066382636e-06,39.56926693
3.962688639,5.47337285e-06,39.38828652
3.962688639,5.913057205e-06,39.20739216
3.962688639,6.388062073e-06,39.02658674
3.962688639,6.901224803e-06,38.8458731
3.962688639,7.455610675e-06,38.66525411
3.962688639,8.054531206e-06,38.48473264
3.962688639,8.701563933e-06,38.30431155
3.962688639,9.400573782e-06,38.12399367
3.962688639,1.015573615e-05,37.94378187
3.962688639,1.097156187e-05,37.76367895
3.962688639,1.18529241e-05,37.58368773
3.962688639,1.28050875e-05,37.40381102
3.962688639,1.383373963e-05,37.22405157
3.962688639,1.494502495e-05,37.04441214
3.962688639,1.61455815e-05,36.86489545
3.962688639,1.744258059e-05,36.68550417
3.962688639,1.884376959e-05,36.50624097
3.962688639,2.035751822e-05,36.32710844
3.962688639,2.199286859e-05,36.14810914
3.962688639,2.375958913e-05,35.96924558
3.962688639,2.566823302e-05,35.79052021
3.962688639,2.773020117e-05,35.61193541
3.962688639,2.995781035e-05,35.43349348
3.962688639,3.236436676e-05,35.25519668
3.962688639,3.496424551e-05,35.07704714
3.962688639,3.777297646e-05,34.89904691
3.962688639,4.080733704e-05,34.72119796
3.962688639,4.408545242e-05,34.54350212
3.962688639,4.762690378e-05,34.36596111
3.962688639,5.145284531e-05,34.18857651
3.962688639,5.558613053e-05,34.01134976
3.962688639,6.005144884e-05,33.83428214
3.962688639,6.487547295e-05,33.65737475
3.962688639,7.008701824e-05,33.48062853
3.962688639,7.571721488e-05,33.30404417
3.962688639,8.179969378e-05,33.1276222
3.962688639,8.837078744e-05,32.95136286
3.962688639,9.546974703e-05,32.77526615
3.962688639,0.0001031389768,32.59933181
3.962688639,0.0001114242875,32.42355924
3.962688639,0.0001203751698,32.24794754
3.962688639,0.0001300450901,32.07249544
3.962688639,0.0001404918097,31.8972013
3.962688639,0.0001517777302,31.72206305
3.962688639,0.0001639702658,31.54707818
3.962688639,0.0001771422463,31.37224369
3.962688639,0.0001913723521,31.19755605
3.962688639,0.0002067455838,31.02301118
3.962688639,0.0002233537706,30.84860437
3.962688639,0.0002412961183,30.67433025
3.962688639,0.0002606798021,30.50018274
3.962688639,0.0002816206065,30.32615499
3.962688639,0.0003042436177,30.15223929
3.962688639,0.0003286839697,29.97842708
3.962688639,0.0003550876522,29.80470876
3.962688639,0.0003836123827,29.63107375
3.962688639,0.0004144285482,29.45751027
3.962688639,0.000447720223,29.28400536
3.962688639,0.0004836862686,29.11054472
3.962688639,0.0005225415214,28.93711263
3.962688639,0.0005645180756,28.76369184
3.962688639,0.0006098666701,28.59026341
3.962688639,0.0006588581862,28.41680666
3.962688639,0.0007117852651,28.24329892
3.962688639,0.0007689640567,28.06971549
3.962688639,0.0008307361075,27.89602939
3.962688639,0.000897470401,27.72221125
3.962688639,0.0009695655616,27.54822905
3.962688639,0.001047452236,27.374048
3.962688639,0.001131595665,27.19963026
3.962688639,0.001222498464,27.02493474
3.962688639,0.001320703623,26.8499168
3.962688639,0.001426797751,26.67452807
3.962688639,0.001541414582,26.49871606
3.962688639,0.001665238757,26.32242393
3.962688639,0.001799009916,26.14559009
3.962688639,0.001943527115,25.9681479
3.962688639,0.0020996536,25.79002527
3.962688639,0.002268321964,25.61114424
3.962688639,0.002450539713,25.43142053
3.962688639,0.00264739529,25.25076315
3.962688639,0.002860064576,25.0690738
3.962688639,0.003089817908,24.88624643
3.962688639,0.003338027674,24.70216662
3.962688639,0.003606176508,24.51671102
3.962688639,0.003895866145,24.3297467
3.962688639,0.00420882699,24.14113049
3.962688639,0.004546928456,23.95070825
3.962688639,0.004912190126,23.75831415
3.962688639,0.005306793821,23.56376989
3.962688639,0.00573309663,23.36688382
3.962688639,0.006193644991,23.16745017
3.962688639,0.006691189902,22.96524808
3.962688639,0.007228703351,22.76004069
3.962688639,0.007809396072,22.5515742
3.962688639,0.008436736722,22.33957688
3.962688639,0.009114472599,22.12375803
3.962688639,0.009846652028,21.90380702
3.962688639,0.01063764854,21.67939225
3.962688639,0.01149218701,21.45016016
3.962688639,0.01241537185,21.21573425
3.962688639,0.01341271753,20.97571417
3.962688639,0.0144901815,20.72967487
3.962688639,0.0156541998,20.47716587
3.962688639,0.01691172545,20.21771066
3.962688639,0.01827027004,19.95080626
3.962688639,0.01973794859,19.67592309
3.962688639,0.02132352798,19.39250503
3.962688639,0.02303647938,19.09996994
3.962688639,0.02488703476,18.79771059
3.962688639,0.02688624807,18.48509617
3.962688639,0.02904606122,18.16147441
3.962688639,0.03137937544,17.82617461
3.962688639,0.03390012833,17.47851153
3.962688639,0.03662337714,17.11779048
3.962688639,0.03956538866,16.74331374
3.962688639,0.04274373643,16.35438853
3.962688639,0.04617740571,15.95033684
3.962688639,0.04988690686,15.53045164
3.962688639,0.05389439787,15.09428825
3.962688639,0.05822381672,14.64113024
3.962688639,0.06290102436,14.17055749
3.962688639,0.0679539592,13.68219725
3.962688639,0.07341280397,13.17580526
3.962688639,0.07931016603,12.65129671
3.962688639,0.08568127215,12.10878103
3.962688639,0.0925641789,11.54860072
3.962688639,0.1,10.97137383
4.198707084,1e-06,45.68194366
4.198707084,1.080331519e-06,45.5002957
4.198707084,1.167116191e-06,45.31864654
4.198707084,1.260872408e-06,45.13699831
4.198707084,1.362160204e-06,44.95535312
4.198707084,1.471584602e-06,44.77371315
4.198707084,1.589799228e-06,44.59208059
4.198707084,1.717510215e-06,44.41045764
4.198707084,1.85548042e-06,44.22884654
4.198707084,2.004533981e-06,44.04724954
4.198707084,2.165561241e-06,43.86566895
4.198707084,2.339524065e-06,43.68410704
4.198707084,2.527461587e-06,43.50256617
4.198707084,2.730496415e-06,43.32104866
4.198707084,2.94984134e-06,43.1395569
4.198707084,3.186806576e-06,42.95809326
4.198707084,3.44280759e-06,42.77666015
4.198707084,3.719373553e-06,42.59525999
4.198707084,4.018156481e-06,42.41389521
4.198707084,4.340941095e-06,42.23256827
4.198707084,4.689655487e-06,42.05128163
4.198707084,5.066382636e-06,41.87003777
4.198707084,5.47337285e-06,41.68883917
4.198707084,5.913057205e-06,41.50768831
4.198707084,6.388062073e-06,41.32658772
4.198707084,6.901224803e-06,41.14553988
4.198707084,7.455610675e-06,40.96454732
4.198707084,8.054531206e-06,40.78361252
4.198707084,8.701563933e-06,40.60273802
4.198707084,9.400573782e-06,40.4219263
4.198707084,1.015573615e-05,40.24117987
4.198707084,1.097156187e-05,40.06050122
4.198707084,1.18529241e-05,39.87989281
4.198707084,1.28050875e-05,39.69935712
4.198707084,1.383373963e-05,39.51889658
4.198707084,1.494502495e-05,39.3385136
4.198707084,1.61455815e-05,39.1582106
4.198707084,1.744258059e-05,38.97798991
4.198707084,1.884376959e-05,38.79785388
4.198707084,2.035751822e-05,38.61780479
4.198707084,2.199286859e-05,38.43784487
4.198707084,2.375958913e-05,38.25797632
4.198707084,2.566823302e-05,38.07820127
4.198707084,2.773020117e-05,37.89852179
4.198707084,2.995781035e-05,37.71893988
4.198707084,3.236436676e-05,37.53945745
4.198707084,3.496424551e-05,37.36007634
4.198707084,3.777297646e-05,37.18079829
4.198707084,4.080733704e-05,37.00162493
4.198707084,4.408545242e-05,36.82255778
4.198707084,4.762690378e-05,36.64359822
4.198707084,5.145284531e-05,36.46474753
4.198707084,5.558613053e-05,36.28600679
4.198707084,6.005144884e-05,36.10737696
4.198707084,6.487547295e-05,35.92885879
4.198707084,7.008701824e-05,35.75045286
4.198707084,7.571721488e-05,35.57215951
4.198707084,8.179969378e-05,35.39397889
4.198707084,8.837078744e-05,35.21591085
4.198707084,9.546974703e-05,35.03795502
4.198707084,0.0001031389768,34.86011069
4.198707084,0.0001114242875,34.68237687
4.198707084,0.0001203751698,34.50475219
4.198707084,0.0001300450901,34.32723493
4.198707084,0.0001404918097,34.14982295
4.198707084,0.0001517777302,33.97251367
4.198707084,0.0001639702658,33.79530405
4.198707084,0.0001771422463,33.6181905
4.198707084,0.0001913723521,33.44116891
4.198707084,0.0002067455838,33.26423455
4.198707084,0.0002233537706,33.08738202
4.198707084,0.0002412961183,32.91060524
4.198707084,0.0002606798021,32.73389736
4.198707084,0.0002816206065,32.55725069
4.198707084,0.0003042436177,32.38065666
4.198707084,0.0003286839697,32.20410574
4.198707084,0.0003550876522,32.02758736
4.198707084,0.0003836123827,31.8510898
4.198707084,0.0004144285482,31.67460015
4.198707084,0.000447720223,31.49810419
4.198707084,0.0004836862686,31.32158627
4.198707084,0.0005225415214,31.1450292
4.198707084,0.0005645180756,30.96841418
4.198707084,0.0006098666701,30.79172057
4.198707084,0.0006588581862,30.61492586
4.198707084,0.0007117852651,30.43800544
4.198707084,0.0007689640567,30.26093245
4.198707084,0.0008307361075,30.08367763
4.198707084,0.000897470401,29.90620912
4.198707084,0.0009695655616,29.72849223
4.198707084,0.001047452236,29.55048926
4.198707084,0.001131595665,29.37215924
4.198707084,0.001222498464,29.19345768
4.198707084,0.001320703623,29.0143363
4.198707084,0.001426797751,28.83474272
4.198707084,0.001541414582,28.65462019
4.198707084,0.001665238757,28.47390721
4.198707084,0.001799009916,28.29253718
4.198707084,0.001943527115,28.110438
4.198707084,0.0020996536,27.92753171
4.198707084,0.002268321964,27.74373396
4.198707084,0.002450539713,27.55895361
4.198707084,0.00264739529,27.37309217
4.198707084,0.002860064576,27.18604329
4.198707084,0.003089817908,26.99769216
4.198707084,0.003338027674,26.80791491
4.198707084,0.003606176508,26.61657795
4.198707084,0.003895866145,26.42353725
4.198707084,0.00420882699,26.22863765
4.198707084,0.004546928456,26.03171202
4.198707084,0.004912190126,25.83258049
4.198707084,0.005306793821,25.63104952
4.198707084,0.00573309663,25.42691103
4.198707084,0.006193644991,25.21994142
4.198707084,0.006691189902,25.00990054
4.198707084,0.007228703351,24.79653069
4.198707084,0.007809396072,24.57955551
4.198707084,0.008436736722,24.35867885
4.198707084,0.009114472599,24.13358363
4.198707084,0.009846652028,23.90393067
4.198707084,0.01063764854,23.66935752
4.198707084,0.01149218701,23.42947728
4.198707084,0.01241537185,23.18387743
4.198707084,0.01341271753,22.93211872
4.198707084,0.0144901815,22.67373413
4.198707084,0.0156541998,22.40822789
4.198707084,0.01691172545,22.13507468
4.198707084,0.01827027004,21.85371893
4.198707084,0.01973794859,21.5635745
4.198707084,0.02132352798,21.26402446
4.198707084,0.02303647938,20.9544214
4.198707084,0.02488703476,20.63408815
4.198707084,0.02688624807,20.30231905
4.198707084,0.02904606122,19.958382
4.198707084,0.03137937544,19.60152124
4.198707084,0.03390012833,19.23096131
4.198707084,0.03662337714,18.84591207
4.198707084,0.03956538866,18.44557533
4.198707084,0.04274373643,18.02915306
4.198707084,0.04617740571,17.59585771
4.198707084,0.04988690686,17.14486481
4.198707084,0.05389439787,16.67562643
4.198707084,0.05822381672,16.18729706
4.198707084,0.06290102436,15.67934395
4.198707084,0.0679539592,15.15128058
4.198707084,0.07341280397,14.60275461
4.198707084,0.07931016603,14.03358233
4.198707084,0.08568127215,13.44378791
4.198707084,0.0925641789,12.83364743
4.198707084,0.1,12.20373754
4.448782831,1e-06,48.04752336
4.448782831,1.080331519e-06,47.86662547
4.448782831,1.167116191e-06,47.68570132
4.448782831,1.260872408e-06,47.5047526
4.448782831,1.362160204e-06,47.32378098
4.448782831,1.471584602e-06,47.1427882
4.448782831,1.589799228e-06,46.961776
4.448782831,1.717510215e-06,46.78074615
4.448782831,1.85548042e-06,46.59970046
4.448782831,2.004533981e-06,46.41864075
4.448782831,2.165561241e-06,46.23756886
4.448782831,2.339524065e-06,46.05648666
4.448782831,2.527461587e-06,45.87539604
4.448782831,2.730496415e-06,45.69429893
4.448782831,2.94984134e-06,45.51319725
4.448782831,3.186806576e-06,45.33209297
4.448782831,3.44280759e-06,45.15098806
4.448782831,3.719373553e-06,44.96988451
4.448782831,4.018156481e-06,44.78878433
4.448782831,4.340941095e-06,44.60768956
4.448782831,4.689655487e-06,44.42660223
4.448782831,5.066382636e-06,44.2455244
4.448782831,5.47337285e-06,44.06445814
4.448782831,5.913057205e-06,43.88340552
4.448782831,6.388062073e-06,43.70236865
4.448782831,6.901224803e-06,43.5213496
4.448782831,7.455610675e-06,43.34035047
4.448782831,8.054531206e-06,43.15937338
4.448782831,8.701563933e-06,42.97842043
4.448782831,9.400573782e-06,42.79749371
4.448782831,1.015573615e-05,42.61659532
4.448782831,1.097156187e-05,42.43572735
4.448782831,1.18529241e-05,42.25489188
4.448782831,1.28050875e-05,42.07409097
4.448782831,1.383373963e-05,41.89332669
4.448782831,1.494502495e-05,41.71260104
4.448782831,1.61455815e-05,41.53191604
4.448782831,1.744258059e-05,41.35127365
4.448782831,1.884376959e-05,41.17067583
4.448782831,2.035751822e-05,40.99012446
4.448782831,2.199286859e-05,40.8096214
4.448782831,2.375958913e-05,40.62916846
4.448782831,2.566823302e-05,40.44876738
4.448782831,2.773020117e-05,40.26841985
4.448782831,2.995781035e-05,40.08812749
4.448782831,3.236436676e-05,39.90789182
4.448782831,3.496424551e-05,39.72771428
4.448782831,3.777297646e-05,39.54759624
4.448782831,4.080733704e-05,39.36753893
4.448782831,4.408545242e-05,39.18754348
4.448782831,4.762690378e-05,39.00761088
4.448782831,5.145284531e-05,38.82774198
4.448782831,5.558613053e-05,38.64793748
4.448782831,6.005144884e-05,38.46819792
4.448782831,6.487547295e-05,38.28852363
4.448782831,7.008701824e-05,38.10891475
4.448782831,7.571721488e-05,37.9293712
4.448782831,8.179969378e-05,37.74989268
4.448782831,8.837078744e-05,37.57047858
4.448782831,9.546974703e-05,37.39112806
4.448782831,0.0001031389768,37.21183993
4.448782831,0.0001114242875,37.03261269
4.448782831,0.0001203751698,36.85344446
4.448782831,0.0001300450901,36.67433298
4.448782831,0.0001404918097,36.49527554
4.448782831,0.0001517777302,36.31626899
4.448782831,0.0001639702658,36.13730967
4.448782831,0.0001771422463,35.95839336
4.448782831,0.0001913723521,35.77951527
4.448782831,0.0002067455838,35.60066994
4.448782831,0.0002233537706,35.42185127
4.448782831,0.0002412961183,35.24305235
4.448782831,0.0002606798021,35.0642655
4.448782831,0.0002816206065,34.88548216
4.448782831,0.0003042436177,34.70669281
4.448782831,0.0003286839697,34.5278869
4.448782831,0.0003550876522,34.34905279
4.448782831,0.0003836123827,34.17017764
4.448782831,0.0004144285482,33.9912473
4.448782831,0.000447720223,33.81224623
4.448782831,0.0004836862686,33.63315738
4.448782831,0.0005225415214,33.45396208
4.448782831,0.0005645180756,33.27463988
4.448782831,0.0006098666701,33.09516843
4.448782831,0.0006588581862,32.91552333
4.448782831,0.0007117852651,32.73567795
4.448782831,0.0007689640567,32.55560329
4.448782831,0.0008307361075,32.37526774
4.448782831,0.000897470401,32.19463692
4.448782831,0.0009695655616,32.01367342
4.448782831,0.001047452236,31.83233662
4.448782831,0.001131595665,31.65058237
4.448782831,0.001222498464,31.46836277
4.448782831,0.001320703623,31.28562583
4.448782831,0.001426797751,31.10231519
4.448782831,0.001541414582,30.91836977
4.448782831,0.001665238757,30.73372341
4.448782831,0.001799009916,30.54830444
4.448782831,0.001943527115,30.36203532
4.448782831,0.0020996536,30.17483216
4.448782831,0.002268321964,29.98660422
4.448782831,0.002450539713,29.79725341
4.448782831,0.00264739529,29.60667377
4.448782831,0.002860064576,29.4147508
4.448782831,0.003089817908,29.22136092
4.448782831,0.003338027674,29.02637073
4.448782831,0.003606176508,28.82963632
4.448782831,0.003895866145,28.63100249
4.448782831,0.00420882699,28.43030198
4.448782831,0.004546928456,28.22735454
4.448782831,0.004912190126,28.02196608
4.448782831,0.005306793821,27.81392768
4.448782831,0.00573309663,27.60301457
4.448782831,0.006193644991,27.38898505
4.448782831,0.006691189902,27.1715794
4.448782831,0.007228703351,26.95051868
4.448782831,0.007809396072,26.72550348
4.448782831,0.008436736722,26.49621273
4.448782831,0.009114472599,26.2623023
4.448782831,0.009846652028,26.02340374
4.448782831,0.01063764854,25.77912282
4.448782831,0.01149218701,25.52903828
4.448782831,0.01241537185,25.27270032
4.448782831,0.01341271753,25.00962937
4.448782831,0.0144901815,24.73931474
4.448782831,0.0156541998,24.4612134
4.448782831,0.01691172545,24.1747489
4.448782831,0.01827027004,23.87931047
4.448782831,0.01973794859,23.57425225
4.448782831,0.02132352798,23.25889293
4.448782831,0.02303647938,22.93251568
4.448782831,0.02488703476,22.59436858
4.448782831,0.02688624807,22.24366564
4.448782831,0.02904606122,21.87958854
4.448782831,0.03137937544,21.50128923
4.448782831,0.03390012833,21.1078937
4.448782831,0.03662337714,20.69850692
4.448782831,0.03956538866,20.27221947
4.448782831,0.04274373643,19.82811591
4.448782831,0.04617740571,19.36528545
4.448782831,0.04988690686,18.88277074
4.448782831,0.05389439787,18.37990399
4.448782831,0.05822381672,17.85569079
4.448782831,0.06290102436,17.30946522
4.448782831,0.0679539592,16.74060425
4.448782831,0.07341280397,16.14862285
4.448782831,0.07931016603,15.53321225
4.448782831,0.08568127215,14.89428382
4.448782831,0.0925641789,14.2320189
4.448782831,0.1,13.54692433
4.713753134,1e-06,50.47433478
4.713753134,1.080331519e-06,50.2944044
4.713753134,1.167116191e-06,50.114428
4.713753134,1.260872408e-06,49.93440681
4.713753134,1.362160204e-06,49.75434208
4.713753134,1.471584602e-06,49.5742351
4.713753134,1.589799228e-06,49.39408717
4.713753134,1.717510215e-06,49.21389962
4.713753134,1.85548042e-06,49.03367382
4.713753134,2.004533981e-06,48.85341112
4.713753134,2.165561241e-06,48.67311294
4.713753134,2.339524065e-06,48.4927807
4.713753134,2.527461587e-06,48.31241585
4.713753134,2.730496415e-06,48.13201985
4.713753134,2.94984134e-06,47.95159419
4.713753134,3.186806576e-06,47.77114038
4.713753134,3.44280759e-06,47.59065995
4.713753134,3.719373553e-06,47.41015444
4.713753134,4.018156481e-06,47.22962543
4.713753134,4.340941095e-06,47.04907447
4.713753134,4.689655487e-06,46.86850318
4.713753134,5.066382636e-06,46.68791317
4.713753134,5.47337285e-06,46.50730604
4.713753134,5.913057205e-06,46.32668343
4.713753134,6.388062073e-06,46.14604699
4.713753134,6.901224803e-06,45.96539837
4.713753134,7.455610675e-06,45.78473921
4.713753134,8.054531206e-06,45.60407117
4.713753134,8.701563933e-06,45.42339592
4.713753134,9.400573782e-06,45.24271511
4.713753134,1.015573615e-05,45.06203039
4.713753134,1.097156187e-05,44.88134341
4.713753134,1.18529241e-05,44.70065582
4.713753134,1.28050875e-05,44.51996922
4.713753134,1.383373963e-05,44.33928524
4.713753134,1.494502495e-05,44.15860545
4.713753134,1.61455815e-05,43.97793142
4.713753134,1.744258059e-05,43.79726468
4.713753134,1.884376959e-05,43.61660673
4.713753134,2.035751822e-05,43.43595904
4.713753134,2.199286859e-05,43.255323
4.713753134,2.375958913e-05,43.0747
4.713753134,2.566823302e-05,42.89409132
4.713753134,2.773020117e-05,42.71349822
4.713753134,2.995781035e-05,42.53292186
4.713753134,3.236436676e-05,42.35236333
4.713753134,3.496424551e-05,42.17182362
4.713753134,3.777297646e-05,41.99130364
4.713753134,4.080733704e-05,41.81080416
4.713753134,4.408545242e-05,41.63032586
4.713753134,4.762690378e-05,41.44986927
4.713753134,5.145284531e-05,41.26943477
4.713753134,5.558613053e-05,41.0890226
4.713753134,6.005144884e-05,40.90863279
4.713753134,6.487547295e-05,40.72826521
4.713753134,7.008701824e-05,40.54791951
4.713753134,7.571721488e-05,40.3675951
4.713753134,8.179969378e-05,40.18729114
4.713753134,8.837078744e-05,40.00700654
4.713753134,9.546974703e-05,39.82673989
4.713753134,0.0001031389768,39.64648947
4.713753134,0.0001114242875,39.46625319
4.713753134,0.0001203751698,39.28602861
4.713753134,0.0001300450901,39.10581284
4.713753134,0.0001404918097,38.92560258
4.713753134,0.0001517777302,38.745394
4.713753134,0.0001639702658,38.56518277
4.713753134,0.0001771422463,38.38496398
4.713753134,0.0001913723521,38.20473208
4.713753134,0.0002067455838,38.02448089
4.713753134,0.0002233537706,37.84420344
4.713753134,0.0002412961183,37.66389203
4.713753134,0.0002606798021,37.48353805
4.713753134,0.0002816206065,37.30313202
4.713753134,0.0003042436177,37.1226634
4.713753134,0.0003286839697,36.94212061
4.713753134,0.0003550876522,36.76149088
4.713753134,0.0003836123827,36.58076018
4.713753134,0.0004144285482,36.39991309
4.713753134,0.000447720223,36.21893273
4.713753134,0.0004836862686,36.03780061
4.713753134,0.0005225415214,35.85649651
4.713753134,0.0005645180756,35.67499834
4.713753134,0.0006098666701,35.49328199
4.713753134,0.0006588581862,35.31132116
4.713753134,0.0007117852651,35.1290872
4.713753134,0.0007689640567,34.94654892
4.713753134,0.0008307361075,34.76367238
4.713753134,0.000897470401,34.58042066
4.713753134,0.0009695655616,34.39675365
4.713753134,0.001047452236,34.21262779
4.713753134,0.001131595665,34.02799579
4.713753134,0.001222498464,33.84280633
4.713753134,0.001320703623,33.65700376
4.713753134,0.001426797751,33.47052775
4.713753134,0.001541414582,33.28331294
4.713753134,0.001665238757,33.09528852
4.713753134,0.001799009916,32.90637785
4.713753134,0.001943527115,32.71649795
4.713753134,0.0020996536,32.52555908
4.713753134,0.002268321964,32.33346417
4.713753134,0.002450539713,32.14010826
4.713753134,0.00264739529,31.94537796
4.713753134,0.002860064576,31.74915075
4.713753134,0.003089817908,31.55129429
4.713753134,0.003338027674,31.35166577
4.713753134,0.003606176508,31.15011101
4.713753134,0.003895866145,30.94646375
4.713753134,0.00420882699,30.74054465
4.713753134,0.004546928456,30.53216043
4.713753134,0.004912190126,30.32110284
4.713753134,0.005306793821,30.10714758
4.713753134,0.00573309663,29.89005322
4.713753134,0.006193644991,29.66955995
4.713753134,0.006691189902,29.4453884
4.713753134,0.007228703351,29.21723829
4.713753134,0.007809396072,28.98478708
4.713753134,0.008436736722,28.7476885
4.713753134,0.009114472599,28.50557112
4.713753134,0.009846652028,28.25803678
4.713753134,0.01063764854,28.00465905
4.713753134,0.01149218701,27.7449816
4.713753134,0.01241537185,27.47851662
4.713753134,0.01341271753,27.2047432
4.713753134,0.0144901815,26.92310576
4.713753134,0.0156541998,26.63301255
4.713753134,0.01691172545,26.33383423
4.713753134,0.01827027004,26.02490262
4.713753134,0.01973794859,25.70550963
4.713753134,0.02132352798,25.37490646
4.713753134,0.02303647938,25.03230324
4.713753134,0.02488703476,24.676869
4.713753134,0.02688624807,24.30773234
4.713753134,0.02904606122,23.9239828
4.713753134,0.03137937544,23.52467311
4.713753134,0.03390012833,23.10882264
4.713753134,0.03662337714,22.67542209
4.713753134,0.03956538866,22.22344001
4.713753134,0.04274373643,21.75183114
4.713753134,0.04617740571,21.25954722
4.713753134,0.04988690686,20.7454818
4.713753134,0.05389439787,20.2088292
4.713753134,0.05822381672,19.64842486
4.713753134,0.06290102436,19.06344696
4.713753134,0.0679539592,18.45311039
4.713753134,0.07341280397,17.81676942
4.713753134,0.07931016603,17.15395982
4.713753134,0.08568127215,16.4644477
4.713753134,0.0925641789,15.74828549
4.713753134,0.1,15.00587504
