r,x,sigma
0.0008026433522,0.007228703351,4.766433437e-07
0.0008026433522,0.007809396072,4.47136741e-07
0.0008026433522,0.008436736722,4.191040743e-07
0.0008026433522,0.009114472599,3.92484242e-07
0.0008026433522,0.009846652028,3.672183173e-07
0.0008026433522,0.01063764854,3.432494828e-07
0.0008026433522,0.01149218701,3.205229885e-07
0.0008026433522,0.01241537185,2.989860785e-07
0.0008026433522,0.01341271753,2.78587966e-07
0.0008026433522,0.0144901815,2.592797618e-07
0.0008026433522,0.0156541998,2.410144362e-07
0.0008026433522,0.01691172545,2.237467759e-07
0.0008026433522,0.01827027004,2.074333332e-07
0.0008026433522,0.01973794859,1.920323805e-07
0.0008026433522,0.02132352798,1.775038679e-07
0.0008026433522,0.02303647938,1.638093786e-07
0.0008026433522,0.02488703476,1.509120874e-07
0.0008026433522,0.02688624807,1.387767114e-07
0.0008026433522,0.02904606122,1.273694622e-07
0.0008026433522,0.03137937544,1.166580081e-07
0.0008026433522,0.03390012833,1.066114154e-07
0.0008026433522,0.03662337714,9.720010555e-08
0.0008026433522,0.03956538866,8.839579523e-08
0.0008026433522,0.04274373643,8.017144753e-08
0.0008026433522,0.04617740571,7.250120319e-08
0.0008026433522,0.04988690686,6.535926272e-08
0.0008026433522,0.05389439787,5.872512827e-08
0.0008026433522,0.05822381672,5.257290563e-08
0.0008026433522,0.06290102436,4.688186057e-08
0.0008026433522,0.0679539592,4.163102109e-08
0.0008026433522,0.07341280397,3.680016076e-08
0.0008026433522,0.07931016603,3.236970513e-08
0.0008026433522,0.08568127215,2.8320652e-08
0.0008026433522,0.0925641789,2.463447295e-08
0.0008026433522,0.1,2.129303433e-08
0.0008504489342,1e-06,7.462046311e-05
0.0008504489342,1.080331519e-06,7.222891755e-05
0.0008504489342,1.167116191e-06,6.990678734e-05
0.0008504489342,1.260872408e-06,6.765224507e-05
0.0008504489342,1.362160204e-06,6.546350712e-05
0.0008504489342,1.471584602e-06,6.333883261e-05
0.0008504489342,1.589799228e-06,6.127652255e-05
0.0008504489342,1.717510215e-06,5.927491887e-05
0.0008504489342,1.85548042e-06,5.733240353e-05
0.0008504489342,2.004533981e-06,5.544739768e-05
0.0008504489342,2.165561241e-06,5.361836071e-05
0.0008504489342,2.339524065e-06,5.184378951e-05
0.0008504489342,2.527461587e-06,5.012221754e-05
0.0008504489342,2.730496415e-06,4.84522141e-05
0.0008504489342,2.94984134e-06,4.683238347e-05
0.0008504489342,3.186806576e-06,4.526136419e-05
0.0008504489342,3.44280759e-06,4.373782825e-05
0.0008504489342,3.719373553e-06,4.226048036e-05
0.0008504489342,4.018156481e-06,4.082805722e-05
0.0008504489342,4.340941095e-06,3.943932678e-05
0.0008504489342,4.689655487e-06,3.809308759e-05
0.0008504489342,5.066382636e-06,3.678816803e-05
0.0008504489342,5.47337285e-06,3.552342574e-05
0.0008504489342,5.913057205e-06,3.429774685e-05
0.0008504489342,6.388062073e-06,3.31100454e-05
0.0008504489342,6.901224803e-06,3.195926269e-05
0.0008504489342,7.455610675e-06,3.084436668e-05
0.0008504489342,8.054531206e-06,2.976435134e-05
0.0008504489342,8.701563933e-06,2.871823607e-05
0.0008504489342,9.400573782e-06,2.770506514e-05
0.0008504489342,1.015573615e-05,2.672390712e-05
0.0008504489342,1.097156187e-05,2.577385427e-05
0.0008504489342,1.18529241e-05,2.485402205e-05
0.0008504489342,1.28050875e-05,2.396354856e-05
0.0008504489342,1.383373963e-05,2.310159402e-05
0.0008504489342,1.494502495e-05,2.226734026e-05
0.0008504489342,1.61455815e-05,2.14599902e-05
0.0008504489342,1.744258059e-05,2.067876738e-05
0.0008504489342,1.884376959e-05,1.992291548e-05
0.0008504489342,2.035751822e-05,1.919169783e-05
0.0008504489342,2.199286859e-05,1.848439696e-05
0.0008504489342,2.375958913e-05,1.780031414e-05
0.0008504489342,2.566823302e-05,1.713876896e-05
0.0008504489342,2.773020117e-05,1.649909887e-05
0.0008504489342,2.995781035e-05,1.588065879e-05
0.0008504489342,3.236436676e-05,1.528282065e-05
0.0008504489342,3.496424551e-05,1.470497304e-05
0.0008504489342,3.777297646e-05,1.414652075e-05
0.0008504489342,4.080733704e-05,1.360688446e-05
0.0008504489342,4.408545242e-05,1.308550028e-05
0.0008504489342,4.762690378e-05,1.258181944e-05
0.0008504489342,5.145284531e-05,1.20953079e-05
0.0008504489342,5.558613053e-05,1.162544599e-05
0.0008504489342,6.005144884e-05,1.117172807e-05
0.0008504489342,6.487547295e-05,1.073366222e-05
0.0008504489342,7.008701824e-05,1.031076984e-05
0.0008504489342,7.571721488e-05,9.902585386e-06
0.0008504489342,8.179969378e-05,9.50865602e-06
0.0008504489342,8.837078744e-05,9.128541318e-06
0.0008504489342,9.546974703e-05,8.761812949e-06
0.0008504489342,0.0001031389768,8.408054387e-06
0.0008504489342,0.0001114242875,8.066860616e-06
0.0008504489342,0.0001203751698,7.737837851e-06
0.0008504489342,0.0001300450901,7.420603253e-06
0.0008504489342,0.0001404918097,7.114784665e-06
0.0008504489342,0.0001517777302,6.820020336e-06
0.0008504489342,0.0001639702658,6.535958668e-06
0.0008504489342,0.0001771422463,6.262257963e-06
0.0008504489342,0.0001913723521,5.998586164e-06
0.0008504489342,0.0002067455838,5.744620632e-06
0.0008504489342,0.0002233537706,5.500047889e-06
0.0008504489342,0.0002412961183,5.264563392e-06
0.0008504489342,0.0002606798021,5.037871313e-06
0.0008504489342,0.0002816206065,4.819684309e-06
0.0008504489342,0.0003042436177,4.60972331e-06
0.0008504489342,0.0003286839697,4.407717299e-06
0.0008504489342,0.0003550876522,4.213403119e-06
0.0008504489342,0.0003836123827,4.026525264e-06
0.0008504489342,0.0004144285482,3.846835677e-06
0.0008504489342,0.000447720223,3.67409356e-06
0.0008504489342,0.0004836862686,3.508065189e-06
0.0008504489342,0.0005225415214,3.348523727e-06
0.0008504489342,0.0005645180756,3.19524904e-06
0.0008504489342,0.0006098666701,3.048027526e-06
0.0008504489342,0.0006588581862,2.906651951e-06
0.0008504489342,0.0007117852651,2.770921257e-06
0.0008504489342,0.0007689640567,2.640640426e-06
0.0008504489342,0.0008307361075,2.515620299e-06
0.0008504489342,0.000897470401,2.395677431e-06
0.0008504489342,0.0009695655616,2.280633935e-06
0.0008504489342,0.001047452236,2.17031734e-06
0.0008504489342,0.001131595665,2.064560423e-06
0.0008504489342,0.001222498464,1.963201098e-06
0.0008504489342,0.001320703623,1.866082252e-06
0.0008504489342,0.001426797751,1.773051629e-06
0.0008504489342,0.001541414582,1.683961679e-06
0.0008504489342,0.001665238757,1.598669445e-06
0.0008504489342,0.001799009916,1.517036432e-06
0.0008504489342,0.001943527115,1.438928478e-06
0.0008504489342,0.0020996536,1.364215648e-06
0.0008504489342,0.002268321964,1.292772107e-06
0.0008504489342,0.002450539713,1.224476013e-06
0.0008504489342,0.00264739529,1.1592094e-06
0.0008504489342,0.002860064576,1.096858074e-06
0.0008504489342,0.003089817908,1.037311514e-06
0.0008504489342,0.003338027674,9.804627611e-07
0.0008504489342,0.003606176508,9.262083254e-07
0.0008504489342,0.003895866145,8.744480902e-07
0.0008504489342,0.00420882699,8.250852115e-07
0.0008504489342,0.004546928456,7.780260424e-07
0.0008504489342,0.004912190126,7.331800247e-07
0.0008504489342,0.005306793821,6.904596292e-07
0.0008504489342,0.00573309663,6.497802473e-07
0.0008504489342,0.006193644991,6.110601261e-07
0.0008504489342,0.006691189902,5.742202965e-07
0.0008504489342,0.007228703351,5.391844854e-07
0.0008504489342,0.007809396072,5.058790437e-07
0.0008504489342,0.008436736722,4.742328936e-07
0.0008504489342,0.009114472599,4.441774416e-07
0.0008504489342,0.009846652028,4.156465282e-07
0.0008504489342,0.01063764854,3.885763532e-07
0.0008504489342,0.01149218701,3.629054287e-07
0.0008504489342,0.01241537185,3.385745121e-07
0.0008504489342,0.01341271753,3.155265486e-07
0.0008504489342,0.0144901815,2.937066246e-07
0.0008504489342,0.0156541998,2.730619025e-07
0.0008504489342,0.01691172545,2.535415791e-07
0.0008504489342,0.01827027004,2.350968383e-07
0.0008504489342,0.01973794859,2.17680783e-07
0.0008504489342,0.02132352798,2.012484075e-07
0.0008504489342,0.02303647938,1.85756535e-07
0.0008504489342,0.02488703476,1.711637673e-07
0.0008504489342,0.02688624807,1.574304435e-07
0.0008504489342,0.02904606122,1.445185854e-07
0.0008504489342,0.03137937544,1.323918456e-07
0.0008504489342,0.03390012833,1.210154463e-07
0.0008504489342,0.03662337714,1.103561367e-07
0.0008504489342,0.03956538866,1.003821176e-07
0.0008504489342,0.04274373643,9.106298799e-08
0.0008504489342,0.04617740571,8.236968625e-08
0.0008504489342,0.04988690686,7.427320163e-08
0.0008504489342,0.05389439787,6.675049272e-08
0.0008504489342,0.05822381672,5.977245072e-08
0.0008504489342,0.06290102436,5.331576643e-08
0.0008504489342,0.0679539592,4.735686362e-08
0.0008504489342,0.07341280397,4.187300804e-08
0.0008504489342,0.07931016603,3.684219243e-08
0.0008504489342,0.08568127215,3.224305464e-08
0.0008504489342,0.0925641789,2.805476622e-08
0.0008504489342,0.1,2.425692411e-08
0.0009011018252,1e-06,8.354104562e-05
0.0009011018252,1.080331519e-06,8.086889866e-05
0.0009011018252,1.167116191e-06,7.827414324e-05
0.0009011018252,1.260872408e-06,7.575474677e-05
0.0009011018252,1.362160204e-06,7.330872522e-05
0.0009011018252,1.471584602e-06,7.093414201e-05
0.0009011018252,1.589799228e-06,6.862910702e-05
0.0009011018252,1.717510215e-06,6.639177555e-05
0.0009011018252,1.85548042e-06,6.422034733e-05
0.0009011018252,2.004533981e-06,6.211306555e-05
0.0009011018252,2.165561241e-06,6.006821589e-05
0.0009011018252,2.339524065e-06,5.808412561e-05
0.0009011018252,2.527461587e-06,5.615916261e-05
0.0009011018252,2.730496415e-06,5.429173452e-05
0.0009011018252,2.94984134e-06,5.248028786e-05
0.0009011018252,3.186806576e-06,5.072330713e-05
0.0009011018252,3.44280759e-06,4.901931402e-05
0.0009011018252,3.719373553e-06,4.736686651e-05
0.0009011018252,4.018156481e-06,4.576455813e-05
0.0009011018252,4.340941095e-06,4.421101713e-05
0.0009011018252,4.689655487e-06,4.270490567e-05
0.0009011018252,5.066382636e-06,4.124491913e-05
0.0009011018252,5.47337285e-06,3.982978532e-05
0.0009011018252,5.913057205e-06,3.845826373e-05
0.0009011018252,6.388062073e-06,3.712914485e-05
0.0009011018252,6.901224803e-06,3.584124946e-05
0.0009011018252,7.455610675e-06,3.459342792e-05
0.0009011018252,8.054531206e-06,3.338455954e-05
0.0009011018252,8.701563933e-06,3.221355186e-05
0.0009011018252,9.400573782e-06,3.107934008e-05
0.0009011018252,1.015573615e-05,2.998088634e-05
0.0009011018252,1.097156187e-05,2.891717917e-05
0.0009011018252,1.18529241e-05,2.788723288e-05
0.0009011018252,1.28050875e-05,2.689008691e-05
0.0009011018252,1.383373963e-05,2.592480532e-05
0.0009011018252,1.494502495e-05,2.499047616e-05
0.0009011018252,1.61455815e-05,2.408621097e-05
0.0009011018252,1.744258059e-05,2.321114417e-05
0.0009011018252,1.884376959e-05,2.236443261e-05
0.0009011018252,2.035751822e-05,2.154525495e-05
0.0009011018252,2.199286859e-05,2.075281123e-05
0.0009011018252,2.375958913e-05,1.998632233e-05
0.0009011018252,2.566823302e-05,1.924502949e-05
0.0009011018252,2.773020117e-05,1.852819383e-05
0.0009011018252,2.995781035e-05,1.783509587e-05
0.0009011018252,3.236436676e-05,1.71650351e-05
0.0009011018252,3.496424551e-05,1.65173295e-05
0.0009011018252,3.777297646e-05,1.589131509e-05
0.0009011018252,4.080733704e-05,1.528634558e-05
0.0009011018252,4.408545242e-05,1.470179183e-05
0.0009011018252,4.762690378e-05,1.413704153e-05
0.0009011018252,5.145284531e-05,1.359149876e-05
0.0009011018252,5.558613053e-05,1.306458361e-05
0.0009011018252,6.005144884e-05,1.255573177e-05
0.0009011018252,6.487547295e-05,1.206439419e-05
0.0009011018252,7.008701824e-05,1.159003666e-05
0.0009011018252,7.571721488e-05,1.113213952e-05
0.0009011018252,8.179969378e-05,1.069019722e-05
0.0009011018252,8.837078744e-05,1.026371807e-05
0.0009011018252,9.546974703e-05,9.852223806e-06
0.0009011018252,0.0001031389768,9.45524934e-06
0.0009011018252,0.0001114242875,9.072342388e-06
0.0009011018252,0.0001203751698,8.703063177e-06
0.0009011018252,0.0001300450901,8.346984125e-06
0.0009011018252,0.0001404918097,8.003689545e-06
0.0009011018252,0.0001517777302,7.672775341e-06
0.0009011018252,0.0001639702658,7.353848738e-06
0.0009011018252,0.0001771422463,7.046527981e-06
0.0009011018252,0.0001913723521,6.750442059e-06
0.0009011018252,0.0002067455838,6.465230454e-06
0.0009011018252,0.0002233537706,6.190542856e-06
0.0009011018252,0.0002412961183,5.926038923e-06
0.0009011018252,0.0002606798021,5.671388004e-06
0.0009011018252,0.0002816206065,5.426268926e-06
0.0009011018252,0.0003042436177,5.190369727e-06
0.0009011018252,0.0003286839697,4.963387434e-06
0.0009011018252,0.0003550876522,4.745027819e-06
0.0009011018252,0.0003836123827,4.535005195e-06
0.0009011018252,0.0004144285482,4.333042183e-06
0.0009011018252,0.000447720223,4.138869488e-06
0.0009011018252,0.0004836862686,3.952225717e-06
0.0009011018252,0.0005225415214,3.772857147e-06
0.0009011018252,0.0005645180756,3.600517537e-06
0.0009011018252,0.0006098666701,3.434967937e-06
0.0009011018252,0.0006588581862,3.275976483e-06
0.0009011018252,0.0007117852651,3.123318223e-06
0.0009011018252,0.0007689640567,2.976774924e-06
0.0009011018252,0.0008307361075,2.83613491e-06
0.0009011018252,0.000897470401,2.701192865e-06
0.0009011018252,0.0009695655616,2.571749687e-06
0.0009011018252,0.001047452236,2.447612303e-06
0.0009011018252,0.001131595665,2.328593521e-06
0.0009011018252,0.001222498464,2.214511863e-06
0.0009011018252,0.001320703623,2.105191411e-06
0.0009011018252,0.001426797751,2.000461668e-06
0.0009011018252,0.001541414582,1.900157389e-06
0.0009011018252,0.001665238757,1.804118464e-06
0.0009011018252,0.001799009916,1.71218976e-06
0.0009011018252,0.001943527115,1.624220985e-06
0.0009011018252,0.0020996536,1.540066569e-06
0.0009011018252,0.002268321964,1.459585519e-06
0.0009011018252,0.002450539713,1.3826413e-06
0.0009011018252,0.00264739529,1.309101716e-06
0.0009011018252,0.002860064576,1.23883878e-06
0.0009011018252,0.003089817908,1.171728608e-06
0.0009011018252,0.003338027674,1.107651296e-06
0.0009011018252,0.003606176508,1.04649082e-06
0.0009011018252,0.003895866145,9.881349239e-07
0.0009011018252,0.00420882699,9.324750148e-07
0.0009011018252,0.004546928456,8.794060595e-07
0.0009011018252,0.004912190126,8.288264989e-07
0.0009011018252,0.005306793821,7.806381423e-07
0.0009011018252,0.00573309663,7.347460718e-07
0.0009011018252,0.006193644991,6.910585722e-07
0.0009011018252,0.006691189902,6.4948702e-07
0.0009011018252,0.007228703351,6.099458246e-07
0.0009011018252,0.007809396072,5.723523323e-07
0.0009011018252,0.008436736722,5.366267566e-07
0.0009011018252,0.009114472599,5.026920963e-07
0.0009011018252,0.009846652028,4.704740704e-07
0.0009011018252,0.01063764854,4.399010495e-07
0.0009011018252,0.01149218701,4.109039818e-07
0.0009011018252,0.01241537185,3.834163317e-07
0.0009011018252,0.01341271753,3.573740191e-07
0.0009011018252,0.0144901815,3.327153534e-07
0.0009011018252,0.0156541998,3.093809817e-07
0.0009011018252,0.01691172545,2.873138279e-07
0.0009011018252,0.01827027004,2.664590337e-07
0.0009011018252,0.01973794859,2.467639077e-07
0.0009011018252,0.02132352798,2.281778656e-07
0.0009011018252,0.02303647938,2.106523824e-07
0.0009011018252,0.02488703476,1.941409309e-07
0.0009011018252,0.02688624807,1.785989287e-07
0.0009011018252,0.02904606122,1.639836841e-07
0.0009011018252,0.03137937544,1.502543382e-07
0.0009011018252,0.03390012833,1.373717978e-07
0.0009011018252,0.03662337714,1.252986779e-07
0.0009011018252,0.03956538866,1.139992331e-07
0.0009011018252,0.04274373643,1.034392928e-07
0.0009011018252,0.04617740571,9.358617223e-08
0.0009011018252,0.04988690686,8.440726825e-08
0.0009011018252,0.05389439787,7.587668204e-08
0.0009011018252,0.05822381672,6.796168551e-08
0.0009011018252,0.06290102436,6.063608576e-08
0.0009011018252,0.0679539592,5.387337719e-08
0.0009011018252,0.07341280397,4.764800303e-08
0.0009011018252,0.07931016603,4.193523123e-08
0.0009011018252,0.08568127215,3.671104411e-08
0.0009011018252,0.0925641789,3.195202265e-08
0.0009011018252,0.1,2.763522742e-08
0.0009547716114,1e-06,9.352339539e-05
0.0009547716114,1.080331519e-06,9.053792732e-05
0.0009547716114,1.167116191e-06,8.763873583e-05
0.0009547716114,1.260872408e-06,8.482356037e-05
0.0009547716114,1.362160204e-06,8.209019422e-05
0.0009547716114,1.471584602e-06,7.943648334e-05
0.0009547716114,1.589799228e-06,7.686032521e-05
0.0009547716114,1.717510215e-06,7.435966772e-05
0.0009547716114,1.85548042e-06,7.193250806e-05
0.0009547716114,2.004533981e-06,6.957689163e-05
0.0009547716114,2.165561241e-06,6.729091101e-05
0.0009547716114,2.339524065e-06,6.507270489e-05
0.0009547716114,2.527461587e-06,6.292045708e-05
0.0009547716114,2.730496415e-06,6.083239552e-05
0.0009547716114,2.94984134e-06,5.880679128e-05
0.0009547716114,3.186806576e-06,5.68419576e-05
0.0009547716114,3.44280759e-06,5.4936249e-05
0.0009547716114,3.719373553e-06,5.308806031e-05
0.0009547716114,4.018156481e-06,5.129582582e-05
0.0009547716114,4.340941095e-06,4.955801835e-05
0.0009547716114,4.689655487e-06,4.787314842e-05
0.0009547716114,5.066382636e-06,4.62397634e-05
0.0009547716114,5.47337285e-06,4.465644669e-05
0.0009547716114,5.913057205e-06,4.312181688e-05
0.0009547716114,6.388062073e-06,4.1634527e-05
0.0009547716114,6.901224803e-06,4.019326369e-05
0.0009547716114,7.455610675e-06,3.879674648e-05
0.0009547716114,8.054531206e-06,3.744372706e-05
0.0009547716114,8.701563933e-06,3.613298847e-05
0.0009547716114,9.400573782e-06,3.486334448e-05
0.0009547716114,1.015573615e-05,3.363363881e-05
0.0009547716114,1.097156187e-05,3.244274451e-05
0.0009547716114,1.18529241e-05,3.128956322e-05
0.0009547716114,1.28050875e-05,3.01730246e-05
0.0009547716114,1.383373963e-05,2.90920856e-05
0.0009547716114,1.494502495e-05,2.804572988e-05
0.0009547716114,1.61455815e-05,2.703296716e-05
0.0009547716114,1.744258059e-05,2.605283266e-05
0.0009547716114,1.884376959e-05,2.510438647e-05
0.0009547716114,2.035751822e-05,2.418671298e-05
0.0009547716114,2.199286859e-05,2.329892033e-05
0.0009547716114,2.375958913e-05,2.244013983e-05
0.0009547716114,2.566823302e-05,2.160952543e-05
0.0009547716114,2.773020117e-05,2.080625319e-05
0.0009547716114,2.995781035e-05,2.002952076e-05
0.0009547716114,3.236436676e-05,1.927854686e-05
0.0009547716114,3.496424551e-05,1.85525708e-05
0.0009547716114,3.777297646e-05,1.785085197e-05
0.0009547716114,4.080733704e-05,1.717266939e-05
0.0009547716114,4.408545242e-05,1.651732121e-05
0.0009547716114,4.762690378e-05,1.588412429e-05
0.0009547716114,5.145284531e-05,1.527241372e-05
0.0009547716114,5.558613053e-05,1.46815424e-05
0.0009547716114,6.005144884e-05,1.411088061e-05
0.0009547716114,6.487547295e-05,1.355981558e-05
0.0009547716114,7.008701824e-05,1.302775112e-05
0.0009547716114,7.571721488e-05,1.251410716e-05
0.0009547716114,8.179969378e-05,1.201831939e-05
0.0009547716114,8.837078744e-05,1.15398389e-05
0.0009547716114,9.546974703e-05,1.107813175e-05
0.0009547716114,0.0001031389768,1.063267865e-05
0.0009547716114,0.0001114242875,1.020297458e-05
0.0009547716114,0.0001203751698,9.788528454e-06
0.0009547716114,0.0001300450901,9.388862747e-06
0.0009547716114,0.0001404918097,9.003513193e-06
0.0009547716114,0.0001517777302,8.632028445e-06
0.0009547716114,0.0001639702658,8.27396974e-06
0.0009547716114,0.0001771422463,7.928910617e-06
0.0009547716114,0.0001913723521,7.596436576e-06
0.0009547716114,0.0002067455838,7.276144803e-06
0.0009547716114,0.0002233537706,6.967643863e-06
0.0009547716114,0.0002412961183,6.67055342e-06
0.0009547716114,0.0002606798021,6.384503955e-06
0.0009547716114,0.0002816206065,6.109136495e-06
0.0009547716114,0.0003042436177,5.844102337e-06
0.0009547716114,0.0003286839697,5.589062804e-06
0.0009547716114,0.0003550876522,5.343688966e-06
0.0009547716114,0.0003836123827,5.107661408e-06
0.0009547716114,0.0004144285482,4.880669976e-06
0.0009547716114,0.000447720223,4.662413551e-06
0.0009547716114,0.0004836862686,4.452599797e-06
0.0009547716114,0.0005225415214,4.250944946e-06
0.0009547716114,0.0005645180756,4.057173578e-06
0.0009547716114,0.0006098666701,3.871018392e-06
0.0009547716114,0.0006588581862,3.692220003e-06
0.0009547716114,0.0007117852651,3.520526725e-06
0.0009547716114,0.0007689640567,3.355694386e-06
0.0009547716114,0.0008307361075,3.197486106e-06
0.0009547716114,0.000897470401,3.045672121e-06
0.0009547716114,0.0009695655616,2.900029592e-06
0.0009547716114,0.001047452236,2.760342405e-06
0.0009547716114,0.001131595665,2.626401019e-06
0.0009547716114,0.001222498464,2.498002258e-06
0.0009547716114,0.001320703623,2.374949168e-06
0.0009547716114,0.001426797751,2.257050831e-06
0.0009547716114,0.001541414582,2.144122209e-06
0.0009547716114,0.001665238757,2.035983979e-06
0.0009547716114,0.001799009916,1.932462386e-06
0.0009547716114,0.001943527115,1.833389084e-06
0.0009547716114,0.0020996536,1.738600988e-06
0.0009547716114,0.002268321964,1.647940135e-06
0.0009547716114,0.002450539713,1.561253541e-06
0.0009547716114,0.00264739529,1.478393063e-06
0.0009547716114,0.002860064576,1.399215265e-06
0.0009547716114,0.003089817908,1.323581294e-06
0.0009547716114,0.003338027674,1.251356743e-06
0.0009547716114,0.003606176508,1.182411546e-06
0.0009547716114,0.003895866145,1.116619835e-06
0.0009547716114,0.00420882699,1.053859848e-06
0.0009547716114,0.004546928456,9.940138047e-07
0.0009547716114,0.004912190126,9.369677959e-07
0.0009547716114,0.005306793821,8.826116788e-07
0.0009547716114,0.00573309663,8.308389909e-07
0.0009547716114,0.006193644991,7.815468181e-07
0.0009547716114,0.006691189902,7.346357399e-07
0.0009547716114,0.007228703351,6.900096996e-07
0.0009547716114,0.007809396072,6.475759348e-07
0.0009547716114,0.008436736722,6.072448986e-07
0.0009547716114,0.009114472599,5.689301513e-07
0.0009547716114,0.009846652028,5.325483027e-07
0.0009547716114,0.01063764854,4.980189271e-07
0.0009547716114,0.01149218701,4.65264486e-07
0.0009547716114,0.01241537185,4.342102595e-07
0.0009547716114,0.01341271753,4.047842745e-07
0.0009547716114,0.0144901815,3.769172431e-07
0.0009547716114,0.0156541998,3.505424853e-07
0.0009547716114,0.01691172545,3.255958771e-07
0.0009547716114,0.01827027004,3.020157841e-07
0.0009547716114,0.01973794859,2.797429931e-07
0.0009547716114,0.02132352798,2.587206655e-07
0.0009547716114,0.02303647938,2.388942609e-07
0.0009547716114,0.02488703476,2.202114903e-07
0.0009547716114,0.02688624807,2.026222435e-07
0.0009547716114,0.02904606122,1.860785326e-07
0.0009547716114,0.03137937544,1.705344272e-07
0.0009547716114,0.03390012833,1.559459813e-07
0.0009547716114,0.03662337714,1.42271173e-07
0.0009547716114,0.03956538866,1.29469819e-07
0.0009547716114,0.04274373643,1.175035015e-07
0.0009547716114,0.04617740571,1.063354852e-07
0.0009547716114,0.04988690686,9.59291168e-08
0.0009547716114,0.05389439787,8.625529101e-08
0.0009547716114,0.05822381672,7.727721706e-08
0.0009547716114,0.06290102436,6.896545149e-08
0.0009547716114,0.0679539592,6.129020778e-08
0.0009547716114,0.07341280397,5.422275746e-08
0.0009547716114,0.07931016603,4.773530729e-08
0.0009547716114,0.08568127215,4.180085493e-08
0.0009547716114,0.0925641789,3.639307323e-08
0.0009547716114,0.1,3.148617042e-08
0.00101163798,1e-06,0.0001046932342
0.00101163798,1.080331519e-06,0.000101357938
0.00101163798,1.167116191e-06,9.811881489e-05
0.00101163798,1.260872408e-06,9.497335094e-05
0.00101163798,1.362160204e-06,9.191909208e-05
0.00101163798,1.471584602e-06,8.895364265e-05
0.00101163798,1.589799228e-06,8.607466412e-05
0.00101163798,1.717510215e-06,8.327987391e-05
0.00101163798,1.85548042e-06,8.056704411e-05
0.00101163798,2.004533981e-06,7.793400034e-05
0.00101163798,2.165561241e-06,7.537862051e-05
0.00101163798,2.339524065e-06,7.289883376e-05
0.00101163798,2.527461587e-06,7.049261927e-05
0.00101163798,2.730496415e-06,6.815800518e-05
0.00101163798,2.94984134e-06,6.589306751e-05
0.00101163798,3.186806576e-06,6.369592913e-05
0.00101163798,3.44280759e-06,6.156475866e-05
0.00101163798,3.719373553e-06,5.949776951e-05
0.00101163798,4.018156481e-06,5.749321887e-05
0.00101163798,4.340941095e-06,5.554940674e-05
0.00101163798,4.689655487e-06,5.366467495e-05
0.00101163798,5.066382636e-06,5.183740627e-05
0.00101163798,5.47337285e-06,5.006602344e-05
0.00101163798,5.913057205e-06,4.834898831e-05
0.00101163798,6.388062073e-06,4.668480097e-05
0.00101163798,6.901224803e-06,4.507199884e-05
0.00101163798,7.455610675e-06,4.350915588e-05
0.00101163798,8.054531206e-06,4.199488173e-05
0.00101163798,8.701563933e-06,4.052782091e-05
0.00101163798,9.400573782e-06,3.910665204e-05
0.00101163798,1.015573615e-05,3.773008705e-05
0.00101163798,1.097156187e-05,3.639687041e-05
0.00101163798,1.18529241e-05,3.510577841e-05
0.00101163798,1.28050875e-05,3.385561843e-05
0.00101163798,1.383373963e-05,3.264522819e-05
0.00101163798,1.494502495e-05,3.147347511e-05
0.00101163798,1.61455815e-05,3.033925557e-05
0.00101163798,1.744258059e-05,2.924149429e-05
0.00101163798,1.884376959e-05,2.817914361e-05
0.00101163798,2.035751822e-05,2.715118293e-05
0.00101163798,2.199286859e-05,2.615661801e-05
0.00101163798,2.375958913e-05,2.51944804e-05
0.00101163798,2.566823302e-05,2.426382681e-05
0.00101163798,2.773020117e-05,2.336373854e-05
0.00101163798,2.995781035e-05,2.249332089e-05
0.00101163798,3.236436676e-05,2.16517026e-05
0.00101163798,3.496424551e-05,2.083803531e-05
0.00101163798,3.777297646e-05,2.005149299e-05
0.00101163798,4.080733704e-05,1.929127144e-05
0.00101163798,4.408545242e-05,1.855658777e-05
0.00101163798,4.762690378e-05,1.784667985e-05
0.00101163798,5.145284531e-05,1.716080588e-05
0.00101163798,5.558613053e-05,1.649824386e-05
0.00101163798,6.005144884e-05,1.585829112e-05
0.00101163798,6.487547295e-05,1.524026389e-05
0.00101163798,7.008701824e-05,1.464349679e-05
0.00101163798,7.571721488e-05,1.406734242e-05
0.00101163798,8.179969378e-05,1.351117094e-05
0.00101163798,8.837078744e-05,1.297436959e-05
0.00101163798,9.546974703e-05,1.245634234e-05
0.00101163798,0.0001031389768,1.195650943e-05
0.00101163798,0.0001114242875,1.1474307e-05
0.00101163798,0.0001203751698,1.10091867e-05
0.00101163798,0.0001300450901,1.05606153e-05
0.00101163798,0.0001404918097,1.01280743e-05
0.00101163798,0.0001517777302,9.711059612e-06
0.00101163798,0.0001639702658,9.309081169e-06
0.00101163798,0.0001771422463,8.921662588e-06
0.00101163798,0.0001913723521,8.548340819e-06
0.00101163798,0.0002067455838,8.188665831e-06
0.00101163798,0.0002233537706,7.842200269e-06
0.00101163798,0.0002412961183,7.508519146e-06
0.00101163798,0.0002606798021,7.187209524e-06
0.00101163798,0.0002816206065,6.877870223e-06
0.00101163798,0.0003042436177,6.580111508e-06
0.00101163798,0.0003286839697,6.293554808e-06
0.00101163798,0.0003550876522,6.017832425e-06
0.00101163798,0.0003836123827,5.752587271e-06
